Synonym,Family,N_Names,N_Langs,N_Uses,Species,Ssp_var,Nmass (mg/g),Woodiness,LDMC (g/g),Diaspore mass (mg),Plant height (m),Leaf area (mm2),species_id
Monotropa uniflora,Ericaceae,5,4,12,Monotropa uniflora,NA,19.7,non-woody,16.040896156644372,6.572847074178993,0.8520242796247752,3045.498941866831,172
Myrica gale,Myricaceae,5,5,8,Myrica gale,NA,25.45584412,woody,345.00000000000017,1.1498,1.411935754,144.77999999999997,173
Nicotiana attenuata,Solanaceae,56,32,76,Nicotiana attenuata,NA,25.151607420607856,non-woody,62.65624384937937,0.13,0.9407905687030542,1934.4636848333118,174
Nicotiana quadrivalvis,Solanaceae,56,32,11,Nicotiana quadrivalvis,NA,23.211484559501358,non-woody,47.36738888162451,0.11000000000000001,0.8701792624398254,3252.225598833381,175
Nicotiana tabacum,Solanaceae,56,32,44,Nicotiana tabacum,NA,17.961740186741924,non-woody,123.06236569433999,0.04279999999999999,1.709378663,9049.999999999998,176
Nuphar lutea,Nymphaeaceae,62,39,1,Nuphar lutea,NA,35.85847,non-woody,0.180974936,48.020599999999995,0.45,24904.200000000023,177
Oemleria cerasiformis,Rosaceae,23,14,26,Oemleria cerasiformis,NA,19.2,woody,185.82898523665074,181.53310000000002,1.949358869,1170.0000000000005,178
Oenanthe sarmentosa,Apiaceae,13,10,17,Oenanthe sarmentosa,NA,22.69559658585786,non-woody,28.80081033546623,2.7279,0.6408063542110333,3666.121025650327,179
Oplopanax horridus,Araliaceae,68,44,157,Oplopanax horridus,NA,18.755743971552025,woody,178.01608877061912,18.639999999999997,7.026171434207801,3165.472446999947,180
Opuntia fragilis,Cactaceae,16,13,14,Opuntia fragilis,NA,23.13330476315951,non-woody,19.484951551321252,21.620799999999996,0.8634362105934952,3183.767734400038,181
Opuntia polyacantha,Cactaceae,16,13,46,Opuntia polyacantha,NA,24.058335736842242,non-woody,13.94053720677424,7.4187,0.6,3152.589948916794,182
Osmorhiza berteroi,Apiaceae,11,8,23,Osmorhiza berteroi,NA,22.051970725666678,non-woody,27.895707926285763,5.880000000000001,0.6648474765128534,2714.8955881502047,183
Osmorhiza occidentalis,Apiaceae,8,6,70,Osmorhiza occidentalis,NA,20.346338366859275,non-woody,28.752883764509626,13.270100000000003,1.21,345.3199999999998,184
Oxalis oregana,Oxalidaceae,7,5,18,Oxalis oregana,NA,20.948388737720993,non-woody,45.69466268202597,3.5683,0.04000000000000001,675.0000000000002,185
Oxyria digyna,Polygonaceae,8,4,11,Oxyria digyna,NA,43.67757953,non-woody,0.08999999999999998,0.6359,0.10004055100000002,375.01,186
Paxistima myrsinites,Celastraceae,10,5,16,Paxistima myrsinites,NA,16.722832553588805,woody,227.13349989967153,224.2844599476094,1,102.57999999999998,187
Penstemon fruticosus,Plantaginaceae,11,4,27,Penstemon fruticosus,NA,20.269364105042204,woody,221.49116852467992,0.6571,0.6,2147.976394916581,188
Perideridia gairdneri,Apiaceae,28,16,39,Perideridia gairdneri,NA,20.689966196655423,non-woody,60.79132004262501,0.8769,1.21,2371.0027027333645,189
Petasites frigidus,Compositae,21,14,13,Petasites frigidus,NA,24.4059419,non-woody,66.67629609485724,0.7968,0.12500000000000003,1752.772278000099,190
Phalaris arundinacea,Poaceae,21,15,3,Phalaris arundinacea,NA,22.15447907,non-woody,186.84718044575803,0.669,1.342179414,2344.2799999999993,191
Philadelphus lewisii,Hydrangeaceae,22,15,48,Philadelphus lewisii,NA,17.927770230204604,woody,255.63245971182437,0.09920000000000001,3.65,2887.702077000117,192
Phyllospadix scouleri,Zosteraceae,10,5,4,Phyllospadix scouleri,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,193
Physocarpus capitatus,Rosaceae,12,11,19,Physocarpus capitatus,NA,19.113986058274754,woody,260.69726215055346,0.7306,2.43,1270.6596020000047,194
Physocarpus malvaceus,Rosaceae,12,11,3,Physocarpus malvaceus,NA,18.207211918297496,woody,269.77010517532693,0.6548,1.792375154,969.7962880000475,195
Picea engelmannii,Pinaceae,43,26,24,Picea engelmannii,NA,9.981690298,woody,334.3081386430626,3.2352,35.29363732,29.39,196
Picea glauca,Pinaceae,43,26,166,Picea glauca,NA,10.63662706,woody,513.4,2.4515,25.8348762,23.720000000000002,197
Picea mariana,Pinaceae,21,13,81,Picea mariana,NA,8.37922413,woody,350.5523824560428,1.1325,19.760111269999996,30.000000000000004,198
Picea sitchensis,Pinaceae,56,31,136,Picea sitchensis,NA,11.17514256,woody,183.83443251929197,2.3677999999999995,55.113262530000014,17.99,199
Pinus albicaulis,Pinaceae,31,14,13,Pinus albicaulis,NA,10.35,woody,214.18758899414783,144.23369999999994,16.698853189999998,2616.718960000172,200
Pinus contorta,Pinaceae,81,42,103,Pinus contorta,NA,11.31399704,woody,338.82751969666066,4.2359,21.372521170000002,49.99999999999999,201
Pinus monticola,Pinaceae,43,26,28,Pinus monticola,NA,14.55555556,woody,201.09615598278032,18.079399999999996,63.19708608999997,532.0389610000232,202
Pinus ponderosa,Pinaceae,24,15,138,Pinus ponderosa,NA,11.1695215,woody,0.24639480933333302,35.70869999999999,38.30074010999999,159.99999999999994,203
Plantago major,Plantaginaceae,37,23,93,Plantago major,NA,18.80325799,non-woody,0.15966630000000004,0.2197,0.16658176399999997,4852.230000000003,204
Plantago maritima,Plantaginaceae,6,4,2,Plantago maritima,NA,15.370000000000001,non-woody,44.74371031393935,0.5613,0.192142876,749.4199999999997,205
Platanthera dilatata,Orchidaceae,8,6,2,Platanthera dilatata,NA,17.82089862135203,non-woody,150.8710224067639,0.029999999999999992,1.7994221148296283,9615.199681800837,206
Platanthera stricta,Orchidaceae,8,6,1,Platanthera stricta,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,207
Polypodium glycyrrhiza,Polypodiaceae,39,30,33,Polypodium glycyrrhiza,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,208
Polystichum munitum,Dryopteridaceae,71,29,59,Polystichum munitum,NA,20.041060345107915,non-woody,141.96581622967489,1.939999999999999e-5,1.06,11060.160471344516,209
Populus balsamifera subsp. balsamifera,Salicaceae,94,51,17,Populus balsamifera,subsp. balsamifera,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,210
Populus balsamifera subsp. trichocarpa,Salicaceae,94,51,92,Populus balsamifera,subsp. trichocarpa,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,211
Populus tremuloides,Salicaceae,55,32,117,Populus tremuloides,NA,20.80417917,woody,365.3545907043999,0.11699999999999999,16.70656374,2066.58,212
Potamogeton natans,Potamogetonaceae,9,7,2,Potamogeton natans,NA,38.11417833,non-woody,0.20647396099999998,5.7488,0.1334681635,2369.5,213
Prunus emarginata,Rosaceae,80,35,95,Prunus emarginata,NA,22.436157444610608,woody,181.4449791250294,43.391200000000005,7.151135165,2467.609999999999,214
Prunus pensylvanica,Rosaceae,80,35,52,Prunus pensylvanica,NA,23.47781293,woody,217.82346451351796,39.01310000000001,11.10910705,2047.6999999999996,215
Prunus virginiana,Rosaceae,46,20,165,Prunus virginiana,NA,18.85670178,woody,165.32823489588156,65.81449999999997,5.995392840000001,975.0800000000004,216
Pseudoroegneria spicata,Poaceae,11,9,2,Pseudoroegneria spicata,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,217
Pseudotsuga menziesii,Pinaceae,86,43,87,Pseudotsuga menziesii,NA,11.84097595,woody,289.20432928349055,12.604800000000001,65.27951122999997,31.169999999999995,218
Pteridium aquilinum,Dennstaedtiaceae,90,40,80,Pteridium aquilinum,NA,25.01895541,non-woody,298.00000000000006,2.2000000000000016e-5,1.611970256,139999.9999999999,219
Pterospora andromedea,Ericaceae,5,5,15,Pterospora andromedea,NA,18.369923205620367,non-woody,150.62158262678426,0.0034000000000000007,1.4324828535438932,16212.43520287146,220
Purshia tridentata,Rosaceae,7,3,59,Purshia tridentata,NA,22.04273525,woody,297.04012564788195,23.600500000000004,1.82,29.000000000000004,221
Pyrola asarifolia,Ericaceae,7,7,7,Pyrola asarifolia,NA,13,non-woody,163.64322797883491,0.007000000000000003,2.929810554128791,13853.487601620054,222
Quercus garryana,Fagaceae,17,11,26,Quercus garryana,NA,16.29347563757286,woody,177.73273034429195,4405.279199999998,20.69145058,3134.499996000258,223
Ranunculus acris,Ranunculaceae,10,4,14,Ranunculus acris,NA,25.73587504,non-woody,186.15057333990507,1.4466,0.351530095,595.1899999999999,224
Ranunculus glaberrimus,Ranunculaceae,20,9,6,Ranunculus glaberrimus,NA,24.999060530599287,non-woody,28.922447836730985,4.7958,0.15,2522.127306000115,225
Ranunculus occidentalis,Ranunculaceae,10,4,2,Ranunculus occidentalis,NA,22.1750109148012,non-woody,32.20593381793184,2.4886,0.7038162250435869,3511.855347733528,226
Rhodiola rosea,Crassulaceae,10,4,12,Rhodiola rosea,NA,3.121289024,non-woody,104.24999999999999,0.15,0.16666666666666702,167.00000000000009,227
Rhododendron albiflorum,Ericaceae,5,3,12,Rhododendron albiflorum,NA,20.860353780810488,woody,277.7872268139637,0.0812,1.82,4736.13778475019,228
Rhododendron columbianum,Ericaceae,92,43,2,Rhododendron columbianum,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,229
Rhododendron groenlandicum,Ericaceae,92,43,96,Rhododendron groenlandicum,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,230
Rhus glabra,Anacardiaceae,7,6,108,Rhus glabra,NA,17.72816213,woody,41.00164505,8.3723,2.847025404,7137.600000000003,231
Ribes aureum,Grossulariaceae,9,6,22,Ribes aureum,NA,22.336709623211377,woody,233.09820430337092,2.3226,1.775443065,2971.852934999788,232
Ribes bracteosum,Grossulariaceae,52,26,24,Ribes bracteosum,NA,25.29116388670019,woody,182.07169242650636,13.416795139120229,0.8,2562.293765999768,233
Ribes cereum,Grossulariaceae,16,8,21,Ribes cereum,NA,21.911915697487526,woody,198.53101709246263,1.7009,0.91,3648.341053333272,234
Ribes divaricatum,Grossulariaceae,89,41,40,Ribes divaricatum,NA,22.8,woody,240.61240152399543,2.06,3.2,1198,235
Ribes glandulosum,Grossulariaceae,52,21,6,Ribes glandulosum,NA,24.755105083683848,woody,181.12915795968368,17.106220088516636,0.8,2422.52,236
Ribes hudsonianum,Grossulariaceae,34,19,24,Ribes hudsonianum,NA,18.173056217739905,woody,235.52244354834835,0.5273,1.52,2915.55785866667,237
Ribes inerme,Grossulariaceae,89,41,7,Ribes inerme,NA,22.85710188106293,woody,221.11743308418332,1.4998,2.43,3744.258056999843,238
Ribes lacustre,Grossulariaceae,75,31,40,Ribes lacustre,NA,21.03588500962589,woody,235.02803012721844,0.8954,0.91,2048.89746833331,239
Ribes laxiflorum,Grossulariaceae,52,21,19,Ribes laxiflorum,NA,25.29116388670019,woody,182.07169242650636,13.416795139120229,0.8,2562.293765999768,240
Ribes lobbii,Grossulariaceae,89,41,16,Ribes lobbii,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,241
Ribes oxyacanthoides,Grossulariaceae,89,41,13,Ribes oxyacanthoides,NA,19.447727084426276,woody,229.8682507564249,1.22,3.404908034316998,4471.053836999859,242
Ribes sanguineum,Grossulariaceae,26,11,17,Ribes sanguineum,NA,25.4,woody,233.11865079955865,2.4804999999999997,1.827626261,3294.9999999999973,243
Ribes triste,Grossulariaceae,19,9,22,Ribes triste,NA,25.08660229803562,woody,189.26202907450673,2.1,0.6,3824.3898042500473,244
Rosa acicularis,Rosaceae,164,57,67,Rosa acicularis,NA,10.64706532,woody,210.92053919763447,12.436199999999998,1.21,1661.4686949998493,245
Rosa gymnocarpa,Rosaceae,28,11,33,Rosa gymnocarpa,NA,25.31151110030697,woody,179.25503827792232,19.8729,0.91,2679.1585249997675,246
Rosa nutkana,Rosaceae,164,57,71,Rosa nutkana,NA,18.20119860748164,woody,181.39107373222853,11.837900000000001,3.04,2995.525816999819,247
Rosa pisocarpa,Rosaceae,164,57,25,Rosa pisocarpa,NA,21.752270380816807,woody,190.5058810741507,4.6664,0.91,3198.6955189998002,248
Rosa woodsii,Rosaceae,164,57,60,Rosa woodsii,NA,14.910000000000002,woody,197.50961279676557,7.923499999999999,0.9956719829999999,714.8999999999997,249
Rubus arcticus,Rosaceae,17,7,14,Rubus arcticus,NA,18.922220712614408,non-woody,34.40497954588096,1.67,0.3,910.0813438167248,250
Rubus chamaemorus,Rosaceae,27,14,33,Rubus chamaemorus,NA,21.87553983,non-woody,0.259069653,8.0548,0.10348729799999999,1923.7900000000006,251
Rubus idaeus,Rosaceae,77,42,72,Rubus idaeus,NA,23.31509906,woody,192.62560143365602,1.7657,0.939938363,2198.0899999999997,252
Rubus leucodermis,Rosaceae,66,30,68,Rubus leucodermis,NA,18.57438329537068,woody,219.55783868753213,0.9941,0.3,1457.3314141665717,253
Rubus parviflorus,Rosaceae,152,49,103,Rubus parviflorus,NA,21.9,woody,214.8817208623857,1.1531,1.475804865,15256.999999999996,254
Rubus pedatus,Rosaceae,21,12,5,Rubus pedatus,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,255
Rubus pubescens,Rosaceae,12,7,13,Rubus pubescens,NA,19.32149063,woody,151.10668045768705,135.66944078027797,8.044957650040692,4175.160000000003,256
Rubus spectabilis,Rosaceae,170,41,99,Rubus spectabilis,NA,21.77251889940885,woody,219.78622405377828,3.1580000000000004,3.079363449,3955.6235909999477,257
Rubus ursinus,Rosaceae,65,27,24,Rubus ursinus,NA,20.1,woody,205.50482573648554,1.9077,1.2,1793.0000000000002,258
Rumex aquaticus,Polygonaceae,35,24,25,Rumex aquaticus,NA,35.52,non-woody,0.14,2.1067,1.074755854,21992.289999999997,259
Sagittaria cuneata,Alismataceae,34,17,13,Sagittaria cuneata,NA,20.395768841219088,non-woody,23.58240111911784,1.1629,0.79,2826.2077415666886,260
Sagittaria latifolia,Alismataceae,34,17,34,Sagittaria latifolia,NA,20.373256212251867,non-woody,107.51898260763184,6.750000000000001,1.49,1321.5699999999997,261
Salix bebbiana,Salicaceae,118,49,22,Salix bebbiana,NA,21.1,woody,306.03334826587496,0.18000000000000002,4.36592131,2115.9196319999846,262
Salix discolor,Salicaceae,118,49,27,Salix discolor,NA,20.903217596454404,woody,302.94814952397036,0.32,6.9828361,1484.5299999999993,263
Salix exigua,Salicaceae,17,7,57,Salix exigua,NA,19.34501532382803,woody,247.69984481520973,0.0621,5.513619501,4847.275232650199,264
Salix hookeriana,Salicaceae,118,49,10,Salix hookeriana,NA,19.970013281035975,woody,195.74582834022766,18.18052331220041,7.920000000000001,3236.7732929999015,265
Salix lucida,Salicaceae,39,25,8,Salix lucida,NA,29.6,woody,329.5307180484935,0.08249999999999999,10.81287166,1974.0000000000007,266
Salix scouleriana,Salicaceae,118,49,33,Salix scouleriana,NA,21.186136195618506,woody,281.15161824314407,0.06239999999999999,8.479071928999998,4618.217527550084,267
Salix sitchensis,Salicaceae,118,49,28,Salix sitchensis,NA,19.676957811334756,woody,272.1219846535497,0.0621,7.01,4420.781441050178,268
Sambucus nigra,Adoxaceae,38,23,13,Sambucus nigra,NA,35.90688506,woody,161.55174082934096,3.1067000000000005,4.513290405,1060.6000000000001,269
Sambucus racemosa,Adoxaceae,97,43,72,Sambucus racemosa,NA,52.356573,woody,176.7616666666669,1.8391,2.439435479,1868.0200000000002,270
Schoenoplectus acutus,Cyperaceae,59,31,70,Schoenoplectus acutus,NA,19.637779515985155,non-woody,124.14295968640204,2.19,2.98,5119.728355000371,271
Schoenoplectus americanus,Cyperaceae,8,6,15,Schoenoplectus americanus,NA,13.27906556,non-woody,132.74733613923104,1.6931,5.581368916809926,4268.874240000257,272
Scirpus microcarpus,Cyperaceae,22,16,9,Scirpus microcarpus,NA,15.01430186,non-woody,0.360957598,0.10820000000000002,1.246682581,5839.170000000002,273
Sedum divergens,Crassulaceae,16,11,11,Sedum divergens,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,274
Shepherdia canadensis,Elaeagnaceae,94,46,127,Shepherdia canadensis,NA,33,woody,190.07971444994556,8.135200000000001,1.82,4046.1670026001307,275
Sium suave,Apiaceae,12,10,21,Sium suave,NA,1.7,non-woody,155.97016953472567,0.8,3.4722023534846125,4285.453063166915,276
Solidago canadensis,Compositae,13,5,29,Solidago canadensis,NA,16.25032178,non-woody,0.284464623,0.07520000000000002,0.816947234,894.72,277
Sorbus scopulina,Rosaceae,50,27,5,Sorbus scopulina,NA,20.286717602039854,woody,208.84631224636448,3.0405999999999995,4.052776826,4811.999999999999,278
Sorbus sitchensis,Rosaceae,50,27,13,Sorbus sitchensis,NA,20.45865472,woody,217.9751762004538,3.222,4.713407504000001,3614.2624929999556,279
Spiraea betulifolia,Rosaceae,17,10,13,Spiraea betulifolia,NA,18.724810689467606,woody,248.45828873162975,0.2917,0.91,1187.8433606666254,280
Spiraea douglasii,Rosaceae,14,13,5,Spiraea douglasii,NA,20.346699039809337,woody,304.62968046107346,0.1532,1.787456293,1557.7614059999412,281
Streptopus amplexifolius,Liliaceae,42,19,24,Streptopus amplexifolius,NA,22.442930498398997,non-woody,22.444776246610132,2.0416,0.579889,2957.039999999999,282
Symphoricarpos albus,Caprifoliaceae,84,34,79,Symphoricarpos albus,NA,14.50379607,woody,358.88500000000005,6.742000000000001,1.560812225,1318.8700000000003,283
Taxus brevifolia,Taxaceae,65,39,127,Taxus brevifolia,NA,15.328552234757023,woody,281.6660842239562,29.928899999999995,12.734896270000002,39.99999999999999,284
Thalictrum occidentale,Ranunculaceae,3,3,14,Thalictrum occidentale,NA,22.192856295344924,non-woody,31.197634113863547,3.7000000000000006,0.6277483913982002,3860.059960916877,285
Thuja plicata,Cupressaceae,154,55,368,Thuja plicata,NA,11.83504708,woody,228.24865385063387,1.2858,48.291830559999994,1995.5123790000875,286
Toxicodendron rydbergii,Anacardiaceae,21,9,3,Toxicodendron rydbergii,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,287
Trifolium wormskioldii,Leguminosae,16,12,21,Trifolium wormskioldii,NA,19.764791936771715,non-woody,38.865281768714176,0.6956,1.06,2958.0061774000774,288
Triglochin maritima,Juncaginaceae,8,7,6,Triglochin maritima,NA,22.389841292970264,non-woody,0.125570724,0.5842,0.40165977,394.6399999999998,289
Trillium ovatum,Melanthiaceae,16,11,10,Trillium ovatum,NA,23.736410832080644,non-woody,17.778696328123477,11.420000000000002,0.8184672472030134,7623.752312100624,290
Trillium petiolatum,Liliaceae,16,11,1,Trillium petiolatum,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,291
Triteleia grandiflora,Asparagaceae,9,6,11,Triteleia grandiflora,NA,20.447875918722517,non-woody,16.515564688481824,1.2,0.6,2582.2319092975927,292
Tsuga heterophylla,Pinaceae,86,41,160,Tsuga heterophylla,NA,11.9005052,woody,261.3165948708235,1.7356,45.14083248000001,74.99999999999997,293
Tsuga mertensiana,Pinaceae,86,41,19,Tsuga mertensiana,NA,11.97012949,woody,213.81532702319245,3.9082999999999997,38.1,722.7434059999715,294
Typha latifolia,Typhaceae,107,43,254,Typha latifolia,NA,14.43017547,non-woody,0.191656794,0.05759999999999999,1.525828105,17369.98999999999,295
Urtica dioica,Urticaceae,84,53,63,Urtica dioica,NA,42.91725378,non-woody,186.13777455562501,0.1399,0.88302413,1552.7399999999998,296
Vaccinium caespitosum,Ericaceae,59,29,25,Vaccinium caespitosum,NA,15.492826832954014,woody,241.85604272853269,0.10159999999999998,0.20215,176.32000000000008,297
Vaccinium membranaceum,Ericaceae,85,41,43,Vaccinium membranaceum,NA,18.938704820256827,woody,270.56038580087215,0.1604,1.37,1542.2773359999726,298
Vaccinium myrtilloides,Ericaceae,37,18,40,Vaccinium myrtilloides,NA,15.785297489999998,woody,274.19024029743144,0.2,4.389760814,293.99000000000007,299
Vaccinium myrtillus,Ericaceae,11,7,1,Vaccinium myrtillus,NA,16.398120250000005,woody,246.71350417525997,0.2917,0.223988528,145.27,300
Vaccinium ovalifolium,Ericaceae,97,46,75,Vaccinium ovalifolium,NA,19.480413738130622,woody,276.9116793637062,0.2734,2.43,1609.9369239999767,301
Vaccinium ovatum,Ericaceae,21,10,32,Vaccinium ovatum,NA,6.841052551,woody,201.34037691312443,25.656570370649497,2.43,1556.9021969999158,302
Vaccinium oxycoccos,Ericaceae,75,37,59,Vaccinium oxycoccos,NA,15.33,woody,279.4568001069671,0.7169999999999999,0.444145533,16.199999999999996,303
Vaccinium parvifolium,Ericaceae,82,37,58,Vaccinium parvifolium,NA,19.00443670995449,woody,286.90424788262527,0.18950000000000003,3.65,1355.7504199999703,304
Vaccinium scoparium,Ericaceae,11,7,13,Vaccinium scoparium,NA,21.46556893678088,woody,201.28846966108225,1.6176,0.6,2497.8044487975976,305
Vaccinium uliginosum,Ericaceae,58,26,36,Vaccinium uliginosum,NA,21.85698336,woody,390.76467509333315,0.2143,0.172680858,81.45999999999997,306
Vaccinium vitis-idaea,Ericaceae,36,18,30,Vaccinium vitis-idaea,NA,10.57435117,woody,317.60386586695427,0.3088,0.139586675,75.29999999999998,307
Valeriana edulis,Caprifoliaceae,14,8,18,Valeriana edulis,NA,21.94875209608855,non-woody,25.621855945140396,6.938272795881197,0.7022363547173219,2349.5299999999993,308
Valeriana sitchensis,Caprifoliaceae,14,7,25,Valeriana sitchensis,NA,22.453299091738828,non-woody,39.60414028988632,1.7373,0.7997056103763487,3787.463728900161,309
Veratrum viride,Melanthiaceae,59,38,121,Veratrum viride,NA,21.241910842954564,non-woody,39.829727742547796,1.33,0.6914521372822476,3107.567628014403,310
Viburnum edule,Adoxaceae,96,41,63,Viburnum edule,NA,22.527406096636465,woody,167.96741496409277,34.69169999999999,0.6,2408.66,311
Viburnum opulus,Adoxaceae,96,41,15,Viburnum opulus,NA,21.57677792,woody,167.87243705303806,27.4292,2.8083834020000005,3016.080000000002,312
Vicia nigricans subsp. gigantea,Fabaceae,23,13,8,Vicia nigricans,subsp. gigantea,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,313
Viola adunca,Violaceae,8,7,9,Viola adunca,NA,15.87450787,non-woody,43.45485758423636,0.79,0.029800000000000004,157.62999999999997,314
Xerophyllum tenax,Melanthiaceae,27,20,26,Xerophyllum tenax,NA,22.40629862249972,non-woody,105.46737982212059,2.0447,1.52,5770.681903000447,315
Zigadenus elegans,Liliaceae,17,13,12,Zigadenus elegans,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,316
Zigadenus venenosus,Liliaceae,17,13,30,Zigadenus venenosus,NA,24.250404607485674,non-woody,22.57453675716589,6.645897637266583,0.7423530665340873,3867.9747716668458,317
Zostera marina,Zosteraceae,26,16,12,Zostera marina,NA,29.260140067644933,non-woody,0.11000000000000001,14.807664310000833,0.547722558,3161.9999999999986,318
