Species,LEVEL2
Artemisia frigida,2.3
Artemisia frigida,3.2
Artemisia frigida,2.2
Artemisia frigida,7.1
Artemisia frigida,5.4
Artemisia ludoviciana,6.2
Artemisia ludoviciana,10.1
Artemisia ludoviciana,7.1
Artemisia ludoviciana,3.3
Artemisia ludoviciana,5.4
Artemisia tilesii,2.2
Artemisia tilesii,3.1
Artemisia tilesii,2.3
Artemisia tilesii,7.1
Artemisia tilesii,6.1
Artemisia tilesii,3.2
Artemisia tilesii,6.2
Artemisia tilesii,10.1
Artemisia tilesii,3.3
Artemisia tridentata,10.1
Artemisia tridentata,6.2
Artemisia tridentata,7.1
Aruncus dioicus,7.1
Aruncus dioicus,6.2
Aruncus dioicus,2.2
Aruncus dioicus,6.1
Asclepias speciosa,10.1
Asclepias speciosa,6.2
Asclepias speciosa,7.1
Asclepias speciosa,5.4
Athyrium filix-femina,6.2
Athyrium filix-femina,7.1
Athyrium filix-femina,10.1
Athyrium filix-femina,5.4
Athyrium filix-femina,6.1
Athyrium filix-femina,3.1
Athyrium filix-femina,2.2
Athyrium filix-femina,2.3
Athyrium filix-femina,3.2
Athyrium filix-femina,3.3
Balsamorhiza sagittata,10.1
Balsamorhiza sagittata,6.2
Balsamorhiza sagittata,7.1
Balsamorhiza sagittata,6.1
Betula nana,6.2
Betula nana,3.1
Betula nana,2.3
Betula nana,2.2
Betula nana,6.1
Betula nana,7.1
Betula nana,3.2
Betula nana,3.3
Betula nana,10.1
Betula occidentalis,6.2
Betula occidentalis,3.2
Betula occidentalis,6.1
Betula occidentalis,10.1
Betula occidentalis,2.3
Betula occidentalis,3.3
Betula occidentalis,5.4
Betula occidentalis,2.2
Betula occidentalis,3.1
Betula occidentalis,7.1
Betula papyrifera,7.1
Betula papyrifera,6.2
Betula papyrifera,3.1
Betula papyrifera,6.1
Betula papyrifera,2.3
Betula papyrifera,2.2
Betula papyrifera,3.2
Betula papyrifera,5.4
Betula papyrifera,10.1
Betula papyrifera,3.3
Betula pumila,5.4
Betula pumila,3.2
Betula pumila,6.1
Betula pumila,6.2
Betula pumila,7.1
Betula pumila,3.3
Betula pumila,10.1
Blechnum spicant,6.2
Blechnum spicant,7.1
Blechnum spicant,3.1
Blechnum spicant,10.1
Boschniakia hookeri,7.1
Boschniakia hookeri,6.2
Boschniakia rossica,6.1
Boschniakia rossica,2.3
Boschniakia rossica,3.2
Boschniakia rossica,3.3
Boschniakia rossica,7.1
Boschniakia rossica,3.1
Boschniakia rossica,6.2
Boschniakia rossica,2.2
Bromus carinatus,10.1
Bromus carinatus,6.2
Bromus carinatus,7.1
Bromus carinatus,6.1
Calamagrostis rubescens,6.2
Calamagrostis rubescens,10.1
Calamagrostis rubescens,7.1
Calamagrostis rubescens,6.1
Calamagrostis rubescens,5.4
Calochortus macrocarpus,10.1
Calochortus macrocarpus,6.2
Calochortus macrocarpus,7.1
Camassia leichtlinii,6.2
Camassia leichtlinii,7.1
Camassia quamash,6.2
Camassia quamash,7.1
Camassia quamash,10.1
Camassia quamash,5.4
Campanula rotundifolia,6.2
Campanula rotundifolia,10.1
Campanula rotundifolia,3.3
Campanula rotundifolia,5.4
Campanula rotundifolia,7.1
Campanula rotundifolia,3.1
Campanula rotundifolia,6.1
Carex obnupta,7.1
Carex obnupta,6.2
Carex obnupta,10.1
Carex obnupta,6.1
Carex rostrata,6.1
Carex rostrata,6.2
Carex rostrata,3.1
Carex rostrata,10.1
Carex rostrata,5.4
Carex rostrata,7.1
Carex rostrata,2.2
Carex rostrata,3.2
Carex rostrata,3.3
Castilleja hispida,7.1
Castilleja hispida,6.2
Castilleja hispida,10.1
Castilleja hispida,5.4
Castilleja hispida,3.3
Castilleja miniata,6.2
Castilleja miniata,10.1
Castilleja miniata,7.1
Castilleja miniata,6.1
Castilleja miniata,5.4
Castilleja miniata,3.3
Ceanothus sanguineus,6.2
Ceanothus sanguineus,7.1
Ceanothus sanguineus,10.1
Ceanothus velutinus,6.2
Ceanothus velutinus,10.1
Ceanothus velutinus,7.1
Chenopodium capitatum,6.2
Chenopodium capitatum,3.3
Chenopodium capitatum,10.1
Chenopodium capitatum,3.2
Chenopodium capitatum,5.4
Chenopodium capitatum,7.1
Chenopodium capitatum,6.1
Chimaphila umbellata,6.2
Chimaphila umbellata,7.1
Chimaphila umbellata,10.1
Chimaphila umbellata,6.1
Chimaphila umbellata,3.3
Chimaphila umbellata,5.4
Cicuta douglasii,6.2
Cicuta douglasii,7.1
Cicuta douglasii,10.1
Cicuta douglasii,3.1
Cicuta douglasii,2.2
Cicuta douglasii,6.1
Cicuta douglasii,5.4
Cicuta douglasii,3.3
Cicuta virosa,6.1
Cicuta virosa,3.1
Cicuta virosa,5.4
Cicuta virosa,3.3
Cicuta virosa,2.2
Cicuta virosa,7.1
Cicuta virosa,3.2
Cicuta virosa,10.1
Cirsium brevistylum,6.2
Cirsium brevistylum,7.1
Cirsium brevistylum,10.1
Cirsium edule,7.1
Cirsium edule,6.2
Cirsium edule,10.1
Cirsium edule,6.1
Cirsium hookerianum,6.2
Cirsium hookerianum,5.4
Cirsium hookerianum,10.1
Cirsium hookerianum,7.1
Cirsium undulatum,6.2
Cirsium undulatum,10.1
Cirsium undulatum,7.1
Cirsium undulatum,5.4
Claytonia lanceolata,10.1
Claytonia lanceolata,6.2
Claytonia lanceolata,7.1
Claytonia lanceolata,5.4
Claytonia sibirica,6.2
Claytonia sibirica,7.1
Claytonia sibirica,10.1
Claytonia sibirica,2.2
Claytonia sibirica,6.1
Clematis columbiana,10.1
Clematis columbiana,6.2
Clematis ligusticifolia,10.1
Clematis ligusticifolia,6.2
Clematis ligusticifolia,7.1
Clematis ligusticifolia,5.4
Clematis occidentalis,6.2
Clematis occidentalis,10.1
Clematis occidentalis,6.1
Clematis occidentalis,5.4
Clintonia uniflora,6.2
Clintonia uniflora,7.1
Clintonia uniflora,10.1
Clintonia uniflora,6.1
Comandra umbellata,6.2
Comandra umbellata,10.1
Comandra umbellata,5.4
Comandra umbellata,7.1
Comandra umbellata,6.1
Comandra umbellata,3.3
Comandra umbellata,3.1
Comarum palustre,7.1
Comarum palustre,6.2
Comarum palustre,10.1
Comarum palustre,2.3
Comarum palustre,3.1
Comarum palustre,6.1
Comarum palustre,5.4
Comarum palustre,3.3
Comarum palustre,2.2
Comarum palustre,3.2
Conioselinum gmelinii,7.1
Cornus canadensis,10.1
Cornus canadensis,7.1
Cornus canadensis,6.1
Cornus canadensis,3.1
Cornus canadensis,6.2
Cornus canadensis,3.2
Cornus canadensis,3.3
Cornus canadensis,5.4
Cornus canadensis,2.2
Cornus nuttallii,6.2
Cornus nuttallii,7.1
Cornus nuttallii,10.1
Cornus nuttallii,6.1
Cornus sericea,7.1
Cornus sericea,6.2
Cornus sericea,10.1
Cornus sericea,6.1
Cornus sericea,3.3
Cornus sericea,3.1
Cornus sericea,3.2
Cornus sericea,5.4
Cornus suecica,7.1
Cornus suecica,6.1
Cornus suecica,10.1
Cornus suecica,2.2
Cornus suecica,3.1
Cornus suecica,2.3
Cornus unalaschkensis,6.2
Cornus unalaschkensis,7.1
Cornus unalaschkensis,10.1
Cornus unalaschkensis,6.1
Cornus unalaschkensis,3.3
Cornus unalaschkensis,3.2
Cornus unalaschkensis,3.1
Cornus unalaschkensis,2.3
Cornus unalaschkensis,2.2
Corylus cornuta,6.2
Corylus cornuta,10.1
Corylus cornuta,7.1
Corylus cornuta,5.4
Crataegus douglasii,6.2
Crataegus douglasii,10.1
Crataegus douglasii,7.1
Delphinium nuttallianum,10.1
Delphinium nuttallianum,6.2
Delphinium nuttallianum,7.1
Delphinium nuttallianum,6.1
Delphinium nuttallianum,5.4
Dicentra formosa,6.2
Dicentra formosa,7.1
Dicentra formosa,10.1
Dodecatheon hendersonii,6.2
Dodecatheon hendersonii,7.1
Dodecatheon jeffreyi,6.2
Dodecatheon jeffreyi,7.1
Dodecatheon jeffreyi,10.1
Dodecatheon jeffreyi,6.1
Dodecatheon pulchellum,6.2
Dodecatheon pulchellum,10.1
Dodecatheon pulchellum,5.4
Dodecatheon pulchellum,7.1
Dodecatheon pulchellum,3.3
Dodecatheon pulchellum,6.1
Dodecatheon pulchellum,3.1
Dodecatheon pulchellum,3.2
Dodecatheon pulchellum,2.2
Drosera rotundifolia,6.2
Drosera rotundifolia,7.1
Drosera rotundifolia,10.1
Drosera rotundifolia,5.4
Drosera rotundifolia,3.3
Drosera rotundifolia,6.1
Drosera rotundifolia,3.1
Drosera rotundifolia,2.2
Drosera rotundifolia,3.2
Drosera rotundifolia,2.3
Dryopteris expansa,6.2
Dryopteris expansa,7.1
Dryopteris expansa,10.1
Dryopteris expansa,6.1
Dryopteris expansa,3.3
Dryopteris expansa,5.4
Dryopteris expansa,3.2
Dryopteris expansa,2.2
Dryopteris expansa,3.1
Dryopteris expansa,2.3
Elaeagnus commutata,3.1
Elaeagnus commutata,6.1
Elaeagnus commutata,5.4
Elaeagnus commutata,7.1
Elaeagnus commutata,10.1
Elaeagnus commutata,3.2
Elaeagnus commutata,6.2
Elaeagnus commutata,3.3
Empetrum nigrum,7.1
Empetrum nigrum,6.1
Empetrum nigrum,10.1
Empetrum nigrum,6.2
Empetrum nigrum,3.3
Empetrum nigrum,3.2
Empetrum nigrum,2.2
Empetrum nigrum,2.3
Empetrum nigrum,3.1
Empetrum nigrum,5.4
Epilobium angustifolium,3.2
Epilobium angustifolium,3.1
Epilobium angustifolium,5.4
Equisetum arvense,6.2
Equisetum arvense,5.4
Equisetum arvense,7.1
Equisetum arvense,3.1
Equisetum arvense,2.3
Equisetum arvense,10.1
Equisetum arvense,2.2
Equisetum arvense,3.3
Equisetum arvense,3.2
Equisetum arvense,6.1
Equisetum hyemale,3.3
Equisetum hyemale,6.2
Equisetum hyemale,10.1
Equisetum hyemale,7.1
Equisetum hyemale,5.4
Equisetum hyemale,6.1
Equisetum hyemale,3.1
Equisetum hyemale,2.2
Equisetum telmateia,6.2
Equisetum telmateia,7.1
Equisetum telmateia,10.1
Ericameria nauseosa,6.2
Ericameria nauseosa,10.1
Ericameria nauseosa,5.4
Ericameria nauseosa,7.1
Eriophorum angustifolium,2.2
Eriophorum angustifolium,3.3
Eriophorum angustifolium,6.2
Eriophorum angustifolium,5.4
Eriophorum angustifolium,6.1
Eriophorum angustifolium,7.1
Eriophorum angustifolium,3.2
Eriophorum angustifolium,2.3
Eriophorum angustifolium,10.1
Eriophorum angustifolium,3.1
Erythronium grandiflorum,6.2
Erythronium grandiflorum,7.1
Erythronium grandiflorum,10.1
Erythronium grandiflorum,6.1
Erythronium grandiflorum,5.4
Eurybia conspicua,6.2
Eurybia conspicua,5.4
Eurybia conspicua,10.1
Eurybia conspicua,7.1
Eurybia conspicua,3.3
Fragaria chiloensis,7.1
Fragaria virginiana,6.2
Fragaria virginiana,7.1
Fragaria virginiana,6.1
Fragaria virginiana,10.1
Fragaria virginiana,3.3
Fragaria virginiana,5.4
Fragaria virginiana,3.2
Fragaria virginiana,3.1
Frangula purshiana,7.1
Frangula purshiana,6.2
Frangula purshiana,10.1
Frasera montana,6.2
Fritillaria affinis,6.2
Fritillaria affinis,7.1
Fritillaria affinis,10.1
Fritillaria affinis,6.1
Fritillaria camschatcensis,2.2
Fritillaria camschatcensis,7.1
Fritillaria camschatcensis,6.1
Fritillaria camschatcensis,3.1
Fritillaria camschatcensis,6.2
Fritillaria camschatcensis,10.1
Fritillaria pudica,10.1
Fritillaria pudica,6.2
Gaillardia aristata,6.2
Gaillardia aristata,7.1
Gaillardia aristata,10.1
Gaillardia aristata,3.3
Gaillardia aristata,5.4
Galium triflorum,7.1
Galium triflorum,6.2
Galium triflorum,6.1
Galium triflorum,5.4
Galium triflorum,10.1
Galium triflorum,3.3
Galium triflorum,3.1
Galium triflorum,3.2
Gaultheria shallon,6.2
Gaultheria shallon,7.1
Geranium viscosissimum,10.1
Geranium viscosissimum,6.2
Geranium viscosissimum,5.4
Geranium viscosissimum,7.1
Geum macrophyllum,6.2
Geum macrophyllum,6.1
Geum macrophyllum,7.1
Geum macrophyllum,10.1
Geum macrophyllum,3.3
Geum macrophyllum,3.2
Geum macrophyllum,5.4
Geum macrophyllum,3.1
Geum macrophyllum,2.2
Geum macrophyllum,2.3
Geum triflorum,6.2
Geum triflorum,10.1
Geum triflorum,5.4
Geum triflorum,7.1
Geum triflorum,6.1
Glaux maritima,7.1
Glaux maritima,10.1
Glaux maritima,6.2
Glaux maritima,5.4
Glaux maritima,3.3
Gymnocarpium dryopteris,6.2
Gymnocarpium dryopteris,7.1
Gymnocarpium dryopteris,6.1
Gymnocarpium dryopteris,10.1
Gymnocarpium dryopteris,3.3
Gymnocarpium dryopteris,3.2
Gymnocarpium dryopteris,5.4
Gymnocarpium dryopteris,2.2
Gymnocarpium dryopteris,3.1
Gymnocarpium dryopteris,2.3
Hackelia diffusa,6.2
Hackelia diffusa,10.1
Hedysarum alpinum,2.3
Hedysarum alpinum,7.1
Hedysarum alpinum,3.3
Hedysarum alpinum,6.2
Hedysarum alpinum,6.1
Hedysarum alpinum,5.4
Hedysarum alpinum,3.1
Hedysarum alpinum,2.2
Hedysarum alpinum,3.2
Heracleum maximum,6.2
Heracleum maximum,10.1
Heracleum maximum,7.1
Heracleum maximum,6.1
Heracleum maximum,2.3
Heracleum maximum,2.2
Heracleum maximum,3.3
Heracleum maximum,5.4
Heuchera cylindrica,6.2
Heuchera cylindrica,10.1
Heuchera cylindrica,7.1
Heuchera cylindrica,5.4
Heuchera cylindrica,6.1
Hierochloe odorata,5.4
Hierochloe odorata,2.2
Hierochloe odorata,3.3
Hierochloe odorata,6.2
Holodiscus discolor,6.2
Holodiscus discolor,7.1
Holodiscus discolor,10.1
Hordeum jubatum,6.2
Hordeum jubatum,10.1
Hordeum jubatum,7.1
Hordeum jubatum,6.1
Hordeum jubatum,3.1
Hordeum jubatum,3.2
Hordeum jubatum,5.4
Hordeum jubatum,3.3
Hordeum jubatum,2.2
Juncus effusus,7.1
Juncus effusus,6.2
Juncus effusus,10.1
Juniperus communis,10.1
Juniperus communis,6.2
Juniperus communis,7.1
Juniperus communis,6.1
Juniperus communis,3.3
Juniperus communis,5.4
Juniperus communis,2.3
Juniperus communis,3.2
Juniperus communis,2.2
Juniperus communis,3.1
Juniperus scopulorum,6.2
Juniperus scopulorum,10.1
Juniperus scopulorum,7.1
Juniperus scopulorum,6.1
Juniperus scopulorum,5.4
Kalmia microphylla,6.2
Kalmia microphylla,7.1
Kalmia microphylla,10.1
Kalmia microphylla,6.1
Kalmia microphylla,3.3
Kalmia microphylla,3.2
Kalmia microphylla,5.4
Lappula occidentalis,10.1
Lappula occidentalis,6.2
Lappula occidentalis,6.1
Lappula occidentalis,7.1
Lappula occidentalis,2.2
Lappula occidentalis,3.2
Lappula occidentalis,3.1
Lappula occidentalis,3.3
Lappula occidentalis,5.4
Larix laricina,3.1
Larix laricina,5.4
Larix laricina,6.1
Larix laricina,3.3
Larix laricina,6.2
Larix laricina,7.1
Larix laricina,3.2
Larix occidentalis,6.2
Larix occidentalis,10.1
Larix occidentalis,7.1
Lathyrus japonicus,7.1
Lathyrus japonicus,2.2
Lathyrus japonicus,6.1
Lathyrus japonicus,5.4
Lathyrus japonicus,3.3
Lathyrus nevadensis,6.2
Lathyrus nevadensis,10.1
Lathyrus nevadensis,7.1
Lathyrus ochroleucus,6.2
Lathyrus ochroleucus,6.1
Lathyrus ochroleucus,10.1
Lathyrus ochroleucus,3.3
Lathyrus ochroleucus,5.4
Ledum glandulosum,6.2
Ledum glandulosum,10.1
Ledum glandulosum,7.1
Ledum groenlandicum,7.1
Ledum groenlandicum,3.3
Ledum groenlandicum,5.4
Ledum groenlandicum,3.2
Ledum groenlandicum,6.2
Ledum groenlandicum,6.1
Ledum groenlandicum,10.1
Ledum groenlandicum,3.1
Ledum groenlandicum,2.3
Lewisia rediviva,6.2
Lewisia rediviva,10.1
Leymus cinereus,10.1
Leymus cinereus,6.2
Leymus cinereus,6.1
Leymus mollis,3.3
Leymus mollis,2.2
Leymus mollis,7.1
Leymus mollis,6.2
Leymus mollis,6.1
Leymus mollis,10.1
Leymus mollis,3.1
Leymus mollis,2.3
Leymus mollis,3.2
Ligusticum canbyi,6.2
Ligusticum canbyi,10.1
Ligusticum canbyi,6.1
Ligusticum scoticum,7.1
Ligusticum scoticum,2.2
Ligusticum scoticum,6.1
Lilium columbianum,6.2
Lilium columbianum,7.1
Lilium columbianum,10.1
Linnaea borealis,6.1
Linnaea borealis,7.1
Linnaea borealis,6.2
Linnaea borealis,10.1
Linnaea borealis,2.2
Linnaea borealis,2.3
Linnaea borealis,5.4
Linnaea borealis,3.2
Linnaea borealis,3.3
Linnaea borealis,3.1
Lithospermum ruderale,6.2
Lithospermum ruderale,10.1
Lithospermum ruderale,7.1
Lithospermum ruderale,5.4
Lomatium canbyi,10.1
Lomatium canbyi,6.2
Lomatium cous,10.1
Lomatium cous,6.2
Lomatium dissectum,6.2
Lomatium dissectum,7.1
Lomatium dissectum,10.1
Lomatium dissectum,5.4
Lomatium geyeri,6.2
Lomatium geyeri,10.1
Lomatium macrocarpum,10.1
Lomatium macrocarpum,6.2
Lomatium macrocarpum,7.1
Lomatium nudicaule,6.2
Lomatium nudicaule,10.1
Lomatium nudicaule,7.1
Lonicera ciliosa,7.1
Lonicera ciliosa,6.2
Lonicera ciliosa,10.1
Lonicera ciliosa,3.3
Lonicera involucrata,7.1
Lonicera involucrata,6.2
Lonicera involucrata,5.4
Lonicera involucrata,10.1
Lupinus nootkatensis,6.1
Lupinus nootkatensis,2.2
Lupinus nootkatensis,3.1
Lupinus nootkatensis,7.1
Lupinus nootkatensis,6.2
Lupinus nootkatensis,10.1
Lupinus polyphyllus,6.2
Lupinus polyphyllus,7.1
Lupinus polyphyllus,10.1
Lupinus polyphyllus,6.1
Lycopodium clavatum,6.2
Lycopodium clavatum,6.1
Lycopodium clavatum,7.1
Lycopodium clavatum,2.3
Lycopodium clavatum,2.2
Lycopodium clavatum,3.1
Lycopodium clavatum,3.2
Lycopodium clavatum,5.4
Lycopodium clavatum,10.1
Lycopodium clavatum,3.3
Lysichiton americanus,6.2
Lysichiton americanus,10.1
Lysichiton americanus,7.1
Lysichiton americanus,5.4
Lysichiton americanus,6.1
Mahonia aquifolium,6.2
Mahonia aquifolium,7.1
Mahonia aquifolium,10.1
Mahonia nervosa,6.2
Mahonia nervosa,7.1
Mahonia nervosa,5.4
Maianthemum dilatatum,7.1
Maianthemum dilatatum,6.2
Maianthemum dilatatum,5.4
Maianthemum dilatatum,10.1
Maianthemum dilatatum,2.2
Maianthemum racemosum,7.1
Maianthemum racemosum,6.2
Maianthemum racemosum,10.1
Maianthemum racemosum,5.4
Malus fusca,7.1
Malus fusca,6.2
Malus fusca,10.1
Mentha arvensis,6.2
Mentha arvensis,10.1
Mentha arvensis,7.1
Mentha arvensis,2.2
Mentha arvensis,6.1
Mentha arvensis,3.1
Mentha arvensis,3.2
Menziesia ferruginea,6.2
Menziesia ferruginea,7.1
Menziesia ferruginea,10.1
Menziesia ferruginea,3.3
Menziesia ferruginea,6.1
Menziesia ferruginea,5.4
Menziesia ferruginea,3.1
Moneses uniflora,6.2
Moneses uniflora,3.3
Moneses uniflora,6.1
Moneses uniflora,7.1
Moneses uniflora,3.2
Moneses uniflora,5.4
Moneses uniflora,3.1
Moneses uniflora,2.2
Moneses uniflora,2.3
Moneses uniflora,10.1
Monotropa uniflora,7.1
Monotropa uniflora,5.4
Monotropa uniflora,6.2
Monotropa uniflora,10.1
Myrica gale,2.2
Myrica gale,7.1
Myrica gale,6.1
Myrica gale,3.3
Myrica gale,3.2
Myrica gale,3.1
Myrica gale,5.4
Myrica gale,6.2
Myrica gale,2.3
Nicotiana attenuata,10.1
Nicotiana attenuata,6.2
Nicotiana attenuata,7.1
Nicotiana quadrivalvis,7.1
Nicotiana quadrivalvis,6.2
Nicotiana quadrivalvis,10.1
Nuphar lutea,7.1
Nuphar lutea,6.2
Nuphar lutea,5.4
Nuphar lutea,10.1
Nuphar lutea,3.1
Oemleria cerasiformis,7.1
Oemleria cerasiformis,6.2
Oenanthe sarmentosa,6.2
Oenanthe sarmentosa,7.1
Oenanthe sarmentosa,10.1
Oplopanax horridus,6.2
Oplopanax horridus,7.1
Oplopanax horridus,6.1
Oplopanax horridus,3.1
Oplopanax horridus,10.1
Oplopanax horridus,5.4
Osmorhiza berteroi,6.2
Osmorhiza berteroi,7.1
Osmorhiza berteroi,10.1
Osmorhiza berteroi,5.4
Osmorhiza occidentalis,6.2
Osmorhiza occidentalis,10.1
Osmorhiza occidentalis,7.1
Oxalis oregana,7.1
Oxalis oregana,6.2
Oxyria digyna,7.1
Oxyria digyna,6.2
Oxyria digyna,6.1
Oxyria digyna,2.2
Oxyria digyna,3.2
Oxyria digyna,10.1
Oxyria digyna,2.3
Oxyria digyna,3.3
Oxyria digyna,3.1
Paxistima myrsinites,6.2
Paxistima myrsinites,10.1
Paxistima myrsinites,7.1
Paxistima myrsinites,6.1
Penstemon fruticosus,6.2
Penstemon fruticosus,10.1
Penstemon fruticosus,7.1
Perideridia gairdneri,7.1
Perideridia gairdneri,6.2
Perideridia gairdneri,10.1
Petasites frigidus,6.2
Petasites frigidus,3.1
Petasites frigidus,7.1
Petasites frigidus,6.1
Petasites frigidus,10.1
Petasites frigidus,5.4
Petasites frigidus,2.2
Petasites frigidus,2.3
Petasites frigidus,3.3
Petasites frigidus,3.2
Phalaris arundinacea,6.2
Phalaris arundinacea,10.1
Phalaris arundinacea,5.4
Phalaris arundinacea,7.1
Phalaris arundinacea,3.3
Phalaris arundinacea,6.1
Philadelphus lewisii,6.2
Philadelphus lewisii,10.1
Philadelphus lewisii,7.1
Phyllospadix scouleri,7.1
Phyllospadix scouleri,6.1
Physocarpus capitatus,7.1
Physocarpus capitatus,6.2
Physocarpus capitatus,10.1
Physocarpus malvaceus,6.2
Physocarpus malvaceus,10.1
Physocarpus malvaceus,7.1
Picea engelmannii,6.2
Picea engelmannii,10.1
Picea engelmannii,7.1
Picea engelmannii,6.1
Picea engelmannii,3.3
Picea engelmannii,5.4
Picea glauca,7.1
Picea glauca,6.2
Picea glauca,2.2
Picea glauca,2.3
Picea glauca,3.1
Picea glauca,6.1
Picea glauca,3.3
Picea glauca,3.2
Picea glauca,5.4
Picea glauca,10.1
Picea mariana,3.1
Picea mariana,2.3
Picea mariana,6.1
Picea mariana,7.1
Picea mariana,5.4
Picea mariana,6.2
Picea mariana,3.3
Picea mariana,3.2
Picea mariana,10.1
Picea sitchensis,7.1
Picea sitchensis,6.2
Picea sitchensis,10.1
Picea sitchensis,6.1
Picea sitchensis,2.2
Pinus contorta,6.2
Pinus contorta,7.1
Pinus contorta,10.1
Pinus contorta,6.1
Pinus contorta,3.3
Pinus contorta,5.4
