Synonym,Family,LDMC (g/g),Plant height (m),Nmass (mg/g),Leaf area (mm2),Woodiness,Diaspore mass (mg),N_Names,N_Langs,N_Uses,Species,Ssp_var
1,1,0.21337579617834396,0.7292993630573248,0.40764331210191085,0.44904458598726116,0.856687898089172,0.821656050955414,1,1,1,1,0.03184713375796178
