Species,LEVEL3
Pinus ponderosa,10.1.8
Pseudotsuga menziesii,6.2.14
Pseudotsuga menziesii,6.2.3
Pseudotsuga menziesii,7.1.9
Pseudotsuga menziesii,6.2.5
Pseudotsuga menziesii,7.1.8
Pseudotsuga menziesii,6.2.7
Pseudotsuga menziesii,6.2.15
Pseudotsuga menziesii,6.2.13
Pseudotsuga menziesii,6.2.12
Pseudotsuga menziesii,6.2.11
Pseudotsuga menziesii,6.2.10
Pseudotsuga menziesii,10.1.3
Pseudotsuga menziesii,6.2.9
Pseudotsuga menziesii,7.1.7
Pseudotsuga menziesii,6.2.8
Pseudotsuga menziesii,10.1.2
Pseudotsuga menziesii,10.1.6
Pseudotsuga menziesii,10.1.7
Pseudotsuga menziesii,10.1.4
Pseudotsuga menziesii,6.2.4
Pseudotsuga menziesii,6.2.1
Pseudotsuga menziesii,7.1.5
Pseudotsuga menziesii,6.2.2
Pseudotsuga menziesii,10.1.1
Pseudotsuga menziesii,10.1.5
Pseudotsuga menziesii,7.1.6
Pseudotsuga menziesii,5.4.2
Pseudotsuga menziesii,10.1.8
Taxus brevifolia,7.1.7
Taxus brevifolia,6.2.7
Taxus brevifolia,6.2.11
Taxus brevifolia,7.1.9
Taxus brevifolia,6.2.9
Taxus brevifolia,6.2.12
Taxus brevifolia,7.1.5
Taxus brevifolia,6.2.5
Taxus brevifolia,6.2.8
Taxus brevifolia,10.1.2
Taxus brevifolia,6.2.15
Taxus brevifolia,7.1.8
Taxus brevifolia,6.2.3
Taxus brevifolia,6.2.4
Taxus brevifolia,6.2.1
Taxus brevifolia,7.1.6
Taxus brevifolia,6.2.10
Thuja plicata,6.2.9
Thuja plicata,7.1.9
Thuja plicata,7.1.5
Thuja plicata,6.2.3
Thuja plicata,7.1.7
Thuja plicata,6.2.5
Thuja plicata,6.2.7
Thuja plicata,6.2.8
Thuja plicata,7.1.8
Thuja plicata,7.1.4
Thuja plicata,6.2.11
Thuja plicata,6.2.4
Thuja plicata,6.2.15
Thuja plicata,7.1.6
Thuja plicata,10.1.1
Thuja plicata,6.2.2
Thuja plicata,10.1.2
Tsuga heterophylla,6.2.5
Tsuga heterophylla,6.2.11
Tsuga heterophylla,7.1.8
Tsuga heterophylla,7.1.5
Tsuga heterophylla,7.1.4
Tsuga heterophylla,6.2.7
Tsuga heterophylla,6.2.3
Tsuga heterophylla,7.1.7
Tsuga heterophylla,6.2.8
Tsuga heterophylla,6.2.10
Tsuga heterophylla,6.2.4
Tsuga heterophylla,7.1.9
Tsuga heterophylla,6.2.9
Tsuga heterophylla,10.1.1
Tsuga heterophylla,6.2.12
Tsuga heterophylla,10.1.2
Tsuga heterophylla,7.1.6
Tsuga heterophylla,5.4.2
Tsuga heterophylla,6.2.1
Tsuga heterophylla,6.2.2
Tsuga heterophylla,6.1.6
Tsuga mertensiana,6.2.7
Tsuga mertensiana,6.2.12
Tsuga mertensiana,7.1.5
Tsuga mertensiana,6.2.5
Tsuga mertensiana,7.1.4
Tsuga mertensiana,6.2.3
Tsuga mertensiana,7.1.9
Tsuga mertensiana,6.2.11
Tsuga mertensiana,7.1.7
Tsuga mertensiana,6.2.15
Tsuga mertensiana,6.2.8
Tsuga mertensiana,6.2.4
Tsuga mertensiana,10.1.5
Tsuga mertensiana,6.2.9
Tsuga mertensiana,7.1.6
Tsuga mertensiana,7.1.8
Tsuga mertensiana,6.1.6
Tsuga mertensiana,6.2.1
Tsuga mertensiana,10.1.3
Tsuga mertensiana,7.1.3
Equisetum arvense,6.2.10
Equisetum arvense,6.2.12
Equisetum arvense,5.4.2
Equisetum arvense,7.1.9
Equisetum arvense,6.2.14
Equisetum arvense,3.1.2
Equisetum arvense,2.3.1
Equisetum arvense,6.2.3
Equisetum arvense,10.1.7
Equisetum arvense,10.1.2
Equisetum arvense,2.2.3
Equisetum arvense,2.2.4
Equisetum arvense,10.1.5
Equisetum arvense,6.2.8
Equisetum arvense,6.2.4
Equisetum arvense,6.2.15
Equisetum arvense,6.2.7
Equisetum arvense,6.2.13
Equisetum arvense,6.2.11
Equisetum arvense,7.1.8
Equisetum arvense,10.1.6
Equisetum arvense,7.1.7
Equisetum arvense,6.2.5
Equisetum arvense,2.2.1
Equisetum arvense,2.2.2
Equisetum arvense,10.1.4
Equisetum arvense,10.1.3
Equisetum arvense,6.2.9
Equisetum arvense,3.3.2
Equisetum arvense,7.1.5
Equisetum arvense,3.2.2
Equisetum arvense,5.4.1
Equisetum arvense,7.1.2
Equisetum arvense,3.3.1
Equisetum arvense,5.4.3
Equisetum arvense,3.1.1
Equisetum arvense,6.1.5
Equisetum arvense,3.2.3
Equisetum arvense,6.1.6
Equisetum arvense,6.1.4
Equisetum arvense,6.1.1
Equisetum arvense,3.2.1
Equisetum arvense,6.2.2
Equisetum arvense,6.2.1
Equisetum arvense,7.1.4
Equisetum arvense,7.1.6
Equisetum arvense,10.1.1
Equisetum arvense,6.1.2
Equisetum arvense,7.1.3
Equisetum arvense,2.2.6
Equisetum arvense,3.1.3
Equisetum arvense,7.1.1
Equisetum arvense,2.2.5
Equisetum arvense,6.1.3
Equisetum telmateia,6.2.12
Equisetum telmateia,6.2.5
Equisetum telmateia,7.1.7
Equisetum telmateia,6.2.7
Equisetum telmateia,7.1.8
Equisetum telmateia,6.2.9
Equisetum telmateia,10.1.2
Equisetum telmateia,6.2.11
Equisetum telmateia,7.1.9
Equisetum telmateia,6.2.8
Equisetum telmateia,6.2.10
Equisetum telmateia,7.1.5
Equisetum telmateia,6.2.1
Equisetum telmateia,7.1.6
Equisetum telmateia,10.1.1
Equisetum telmateia,6.2.3
Equisetum telmateia,6.2.15
Equisetum hyemale,3.3.1
Equisetum hyemale,6.2.7
Equisetum hyemale,6.2.8
Equisetum hyemale,10.1.2
Equisetum hyemale,3.3.2
Equisetum hyemale,6.2.10
Equisetum hyemale,6.2.14
Equisetum hyemale,10.1.5
Equisetum hyemale,6.2.12
Equisetum hyemale,6.2.13
Equisetum hyemale,6.2.3
Equisetum hyemale,10.1.7
Equisetum hyemale,7.1.8
Equisetum hyemale,10.1.6
Equisetum hyemale,5.4.1
Equisetum hyemale,6.2.5
Equisetum hyemale,7.1.9
Equisetum hyemale,6.2.9
Equisetum hyemale,7.1.7
Equisetum hyemale,10.1.8
Equisetum hyemale,6.2.11
Equisetum hyemale,10.1.4
Equisetum hyemale,5.4.3
Equisetum hyemale,6.2.15
Equisetum hyemale,6.1.3
Equisetum hyemale,3.1.1
Equisetum hyemale,10.1.3
Equisetum hyemale,6.2.2
Equisetum hyemale,10.1.1
Equisetum hyemale,6.2.4
Equisetum hyemale,6.1.6
Equisetum hyemale,7.1.5
Equisetum hyemale,7.1.2
Equisetum hyemale,6.2.1
Equisetum hyemale,6.1.5
Equisetum hyemale,7.1.4
Equisetum hyemale,7.1.6
Equisetum hyemale,3.1.2
Equisetum hyemale,6.1.1
Equisetum hyemale,2.2.5
Equisetum hyemale,5.4.2
Lycopodium clavatum,6.2.7
Lycopodium clavatum,6.2.5
Lycopodium clavatum,6.1.6
Lycopodium clavatum,7.1.7
Lycopodium clavatum,7.1.8
Lycopodium clavatum,6.2.11
Lycopodium clavatum,7.1.4
Lycopodium clavatum,6.2.3
Lycopodium clavatum,6.1.1
Lycopodium clavatum,6.1.2
Lycopodium clavatum,6.2.8
Lycopodium clavatum,6.1.5
Lycopodium clavatum,7.1.3
Lycopodium clavatum,2.3.1
Lycopodium clavatum,2.2.6
Lycopodium clavatum,7.1.5
Lycopodium clavatum,7.1.2
Lycopodium clavatum,2.2.4
Lycopodium clavatum,3.1.1
Lycopodium clavatum,2.2.5
Lycopodium clavatum,3.2.1
Lycopodium clavatum,2.2.2
Lycopodium clavatum,7.1.9
Lycopodium clavatum,7.1.1
Lycopodium clavatum,3.1.2
Lycopodium clavatum,5.4.1
Lycopodium clavatum,7.1.6
Lycopodium clavatum,10.1.1
Lycopodium clavatum,5.4.3
Lycopodium clavatum,6.2.2
Lycopodium clavatum,3.3.2
Lycopodium clavatum,6.2.1
Lycopodium clavatum,6.2.15
Lycopodium clavatum,6.2.4
Adiantum aleuticum,6.2.11
Adiantum aleuticum,7.1.8
Adiantum aleuticum,6.2.7
Adiantum aleuticum,6.2.12
Adiantum aleuticum,6.2.5
Adiantum aleuticum,6.2.9
Adiantum aleuticum,6.2.13
Adiantum aleuticum,7.1.7
Adiantum aleuticum,7.1.9
Adiantum aleuticum,10.1.5
Adiantum aleuticum,6.2.3
Adiantum aleuticum,7.1.5
Adiantum aleuticum,7.1.4
Adiantum aleuticum,6.2.8
Adiantum aleuticum,10.1.2
Adiantum aleuticum,7.1.6
Adiantum aleuticum,10.1.1
Adiantum aleuticum,6.2.14
Adiantum aleuticum,6.2.4
Adiantum aleuticum,6.2.15
Athyrium filix-femina,6.2.12
Athyrium filix-femina,7.1.4
Athyrium filix-femina,7.1.7
Athyrium filix-femina,7.1.8
Athyrium filix-femina,6.2.9
Athyrium filix-femina,6.2.8
Athyrium filix-femina,6.2.14
Athyrium filix-femina,6.2.7
Athyrium filix-femina,6.2.1
Athyrium filix-femina,10.1.2
Athyrium filix-femina,6.2.10
Athyrium filix-femina,6.2.3
Athyrium filix-femina,6.2.15
Athyrium filix-femina,7.1.9
Athyrium filix-femina,5.4.3
Athyrium filix-femina,5.4.1
Athyrium filix-femina,6.2.5
Athyrium filix-femina,6.2.11
Athyrium filix-femina,6.2.2
Athyrium filix-femina,10.1.3
Athyrium filix-femina,6.1.2
Athyrium filix-femina,3.1.2
Athyrium filix-femina,7.1.1
Athyrium filix-femina,2.2.6
Athyrium filix-femina,7.1.2
Athyrium filix-femina,7.1.3
Athyrium filix-femina,2.3.1
Athyrium filix-femina,2.2.5
Athyrium filix-femina,7.1.5
Athyrium filix-femina,3.1.1
Athyrium filix-femina,6.2.4
Athyrium filix-femina,3.2.2
Athyrium filix-femina,2.2.3
Athyrium filix-femina,2.2.4
Athyrium filix-femina,7.1.6
Athyrium filix-femina,10.1.1
Athyrium filix-femina,6.1.4
Athyrium filix-femina,5.4.2
Athyrium filix-femina,6.1.6
Athyrium filix-femina,6.1.5
Athyrium filix-femina,6.2.13
Athyrium filix-femina,3.3.2
Athyrium filix-femina,10.1.5
Athyrium filix-femina,10.1.6
Blechnum spicant,6.2.7
Blechnum spicant,7.1.4
Blechnum spicant,7.1.8
Blechnum spicant,6.2.5
Blechnum spicant,6.2.9
Blechnum spicant,6.2.12
Blechnum spicant,6.2.10
Blechnum spicant,7.1.7
Blechnum spicant,7.1.9
Blechnum spicant,6.2.11
Blechnum spicant,6.2.3
Blechnum spicant,3.1.2
Blechnum spicant,7.1.5
Blechnum spicant,10.1.2
Blechnum spicant,7.1.6
Blechnum spicant,10.1.1
Blechnum spicant,6.2.8
Dryopteris expansa,6.2.7
Dryopteris expansa,7.1.5
Dryopteris expansa,7.1.8
Dryopteris expansa,7.1.7
Dryopteris expansa,6.2.4
Dryopteris expansa,6.2.3
Dryopteris expansa,7.1.9
Dryopteris expansa,6.2.5
Dryopteris expansa,7.1.6
Dryopteris expansa,6.2.1
Dryopteris expansa,10.1.1
Dryopteris expansa,6.1.6
Dryopteris expansa,3.3.2
Dryopteris expansa,5.4.2
Dryopteris expansa,6.2.2
Dryopteris expansa,6.1.4
Dryopteris expansa,6.2.14
Dryopteris expansa,3.2.2
Dryopteris expansa,6.2.9
Dryopteris expansa,5.4.1
Dryopteris expansa,6.1.5
Dryopteris expansa,7.1.3
Dryopteris expansa,7.1.4
Dryopteris expansa,6.1.2
Dryopteris expansa,2.2.5
Dryopteris expansa,7.1.2
Dryopteris expansa,2.2.3
Dryopteris expansa,3.1.1
Dryopteris expansa,7.1.1
Dryopteris expansa,2.2.4
Dryopteris expansa,6.1.1
Dryopteris expansa,2.3.1
Dryopteris expansa,6.2.11
Gymnocarpium dryopteris,6.2.3
Gymnocarpium dryopteris,7.1.7
Gymnocarpium dryopteris,7.1.4
Gymnocarpium dryopteris,6.2.14
Gymnocarpium dryopteris,6.2.7
Gymnocarpium dryopteris,6.1.2
Gymnocarpium dryopteris,7.1.8
Gymnocarpium dryopteris,6.2.5
Gymnocarpium dryopteris,10.1.2
Gymnocarpium dryopteris,6.2.11
Gymnocarpium dryopteris,6.2.9
Gymnocarpium dryopteris,6.2.4
Gymnocarpium dryopteris,3.3.2
Gymnocarpium dryopteris,3.2.1
Gymnocarpium dryopteris,7.1.2
Gymnocarpium dryopteris,6.2.15
Gymnocarpium dryopteris,5.4.3
Gymnocarpium dryopteris,10.1.7
Gymnocarpium dryopteris,5.4.1
Gymnocarpium dryopteris,2.2.2
Gymnocarpium dryopteris,7.1.3
Gymnocarpium dryopteris,3.1.1
Gymnocarpium dryopteris,2.2.5
Gymnocarpium dryopteris,6.1.1
Gymnocarpium dryopteris,5.4.2
Gymnocarpium dryopteris,7.1.5
Gymnocarpium dryopteris,2.3.1
Gymnocarpium dryopteris,3.1.2
Gymnocarpium dryopteris,3.2.2
Gymnocarpium dryopteris,6.2.8
Gymnocarpium dryopteris,7.1.1
Gymnocarpium dryopteris,2.2.3
Gymnocarpium dryopteris,6.2.10
Gymnocarpium dryopteris,6.1.4
Gymnocarpium dryopteris,3.2.3
Gymnocarpium dryopteris,6.2.1
Gymnocarpium dryopteris,6.1.5
Gymnocarpium dryopteris,7.1.6
Gymnocarpium dryopteris,6.1.6
Gymnocarpium dryopteris,10.1.1
Gymnocarpium dryopteris,6.2.2
Polypodium glycyrrhiza,7.1.8
Polypodium glycyrrhiza,6.2.8
Polypodium glycyrrhiza,10.1.2
Polypodium glycyrrhiza,6.2.11
Polypodium glycyrrhiza,6.2.5
Polypodium glycyrrhiza,6.2.7
Polypodium glycyrrhiza,7.1.7
Polypodium glycyrrhiza,7.1.9
Polypodium glycyrrhiza,6.2.12
Polypodium glycyrrhiza,6.2.9
Polypodium glycyrrhiza,7.1.5
Polypodium glycyrrhiza,6.2.4
Polypodium glycyrrhiza,7.1.4
Polypodium glycyrrhiza,2.3.1
Polypodium glycyrrhiza,7.1.6
Polypodium glycyrrhiza,6.2.3
Polypodium glycyrrhiza,3.1.2
Polypodium glycyrrhiza,7.1.2
Polypodium glycyrrhiza,6.2.1
Polypodium glycyrrhiza,2.2.6
Polystichum munitum,6.2.12
Polystichum munitum,6.2.11
Polystichum munitum,7.1.7
Polystichum munitum,6.2.5
Polystichum munitum,10.1.2
Polystichum munitum,7.1.8
Polystichum munitum,6.2.3
Polystichum munitum,6.2.7
Polystichum munitum,10.1.5
Polystichum munitum,7.1.9
Polystichum munitum,7.1.5
Polystichum munitum,3.1.2
Polystichum munitum,6.2.10
Polystichum munitum,6.2.9
Polystichum munitum,6.2.8
Polystichum munitum,10.1.8
Polystichum munitum,6.2.15
Polystichum munitum,7.1.6
Polystichum munitum,6.2.1
Polystichum munitum,10.1.1
Polystichum munitum,6.2.2
Polystichum munitum,6.2.4
Pteridium aquilinum,6.2.7
Pteridium aquilinum,6.2.13
Pteridium aquilinum,7.1.7
Pteridium aquilinum,7.1.8
Pteridium aquilinum,6.2.12
Pteridium aquilinum,6.2.5
Pteridium aquilinum,6.2.8
Pteridium aquilinum,10.1.6
Pteridium aquilinum,6.2.11
Pteridium aquilinum,6.2.14
Pteridium aquilinum,6.2.3
Pteridium aquilinum,10.1.3
Pteridium aquilinum,7.1.9
Pteridium aquilinum,10.1.5
Pteridium aquilinum,10.1.2
Pteridium aquilinum,6.2.9
Pteridium aquilinum,5.4.3
Pteridium aquilinum,7.1.6
Pteridium aquilinum,7.1.4
Pteridium aquilinum,10.1.1
Pteridium aquilinum,6.2.1
Pteridium aquilinum,7.1.5
Pteridium aquilinum,6.2.10
Pteridium aquilinum,6.2.15
Pteridium aquilinum,6.2.4
Pteridium aquilinum,10.1.7
Pteridium aquilinum,3.1.2
Acer circinatum,6.2.7
Acer circinatum,7.1.8
Acer circinatum,6.2.11
Acer circinatum,7.1.9
Acer circinatum,6.2.8
Acer circinatum,6.2.9
Acer circinatum,7.1.7
Acer circinatum,6.2.5
Acer circinatum,7.1.6
Acer circinatum,6.2.3
Acer circinatum,10.1.1
Acer circinatum,7.1.5
Acer circinatum,6.2.2
Acer circinatum,10.1.2
Acer circinatum,6.2.12
Acer glabrum,7.1.7
Acer glabrum,6.2.3
Acer glabrum,6.2.15
Acer glabrum,6.2.14
Acer glabrum,6.2.4
Acer glabrum,6.2.9
Acer glabrum,6.2.5
Acer glabrum,6.2.12
Acer glabrum,6.2.13
Acer glabrum,10.1.5
Acer glabrum,6.2.10
Acer glabrum,10.1.6
Acer glabrum,6.2.7
Acer glabrum,10.1.3
Acer glabrum,7.1.8
Acer glabrum,6.2.11
Acer glabrum,7.1.9
Acer glabrum,10.1.7
Acer glabrum,10.1.2
Acer glabrum,6.2.8
Acer glabrum,10.1.4
Acer glabrum,6.2.1
Acer glabrum,6.2.2
Acer glabrum,7.1.6
Acer glabrum,7.1.4
Acer glabrum,10.1.1
Acer glabrum,7.1.5
Acer glabrum,6.1.6
Acer macrophyllum,6.2.11
Acer macrophyllum,7.1.8
Acer macrophyllum,6.2.7
Acer macrophyllum,7.1.9
Acer macrophyllum,6.2.12
Acer macrophyllum,7.1.7
Acer macrophyllum,10.1.2
Acer macrophyllum,6.2.5
Acer macrophyllum,6.2.8
Acer macrophyllum,6.2.3
Acer macrophyllum,10.1.1
Acer macrophyllum,7.1.6
Acer macrophyllum,7.1.5
Acer macrophyllum,6.2.9
Achlys triphylla,6.2.11
Achlys triphylla,6.2.7
Achlys triphylla,6.2.9
Achlys triphylla,7.1.8
Achlys triphylla,7.1.9
Achlys triphylla,7.1.7
