Synonym,Family,N_Names,N_Langs,N_Uses,Species,Ssp_var,Nmass (mg/g),Woodiness,LDMC (g/g),Diaspore mass (mg),Plant height (m),Leaf area (mm2),species_id
Monotropa uniflora,Ericaceae,5,4,12,Monotropa uniflora,NA,19.7,non-woody,75.76088065390063,1.809307111911768,0.7222237794412035,1656.6774626803194,170
Myrica gale,Myricaceae,5,5,8,Myrica gale,NA,25.45584412,woody,345.00000000000017,1.1498,1.411935754,144.77999999999994,171
Nicotiana attenuata,Solanaceae,56,32,76,Nicotiana attenuata,NA,20.23015702145547,non-woody,66.43822732660556,0.13,1.1972396147727995,5339.345885434756,172
Nicotiana quadrivalvis,Solanaceae,56,32,11,Nicotiana quadrivalvis,NA,20.090466612161467,non-woody,65.4670018810015,0.11000000000000001,1.2099289202766894,5371.991258588834,173
Nicotiana tabacum,Solanaceae,56,32,44,Nicotiana tabacum,NA,19.7696715881688,non-woody,111.75530000730846,0.04279999999999999,1.709378663,9049.999999999998,174
Nuphar lutea,Nymphaeaceae,62,39,1,Nuphar lutea,NA,35.85847,non-woody,0.180974936,48.020599999999995,0.45,24904.200000000023,175
Oemleria cerasiformis,Rosaceae,23,14,26,Oemleria cerasiformis,NA,19.2,woody,156.07214881109746,181.53310000000002,1.949358869,1170.0000000000005,176
Oenanthe sarmentosa,Apiaceae,13,10,17,Oenanthe sarmentosa,NA,16.84131189430051,non-woody,38.06753993174032,2.7279,1.0037654379933205,4392.397816007246,177
Oplopanax horridus,Araliaceae,68,44,157,Oplopanax horridus,NA,20.054251709757423,woody,172.5006106389562,18.639999999999997,5.3284401067430345,2493.254822926371,178
Opuntia fragilis,Cactaceae,16,13,14,Opuntia fragilis,NA,20.543713496019645,non-woody,96.59647805479457,21.620799999999996,1.7622576521127773,4478.897045256674,179
Opuntia polyacantha,Cactaceae,16,13,46,Opuntia polyacantha,NA,20.886013001785606,non-woody,43.15101371545845,7.4187,0.6,2311.3646016747775,180
Osmorhiza berteroi,Apiaceae,11,8,23,Osmorhiza berteroi,NA,17.22556674124292,non-woody,35.90310374454952,5.88,0.912213780968282,4102.62153429023,181
Osmorhiza occidentalis,Apiaceae,8,6,70,Osmorhiza occidentalis,NA,16.300242128266255,non-woody,48.25443960217905,13.270100000000003,1.21,345.3199999999998,182
Oxalis oregana,Oxalidaceae,7,5,18,Oxalis oregana,NA,19.38107216164135,non-woody,46.58960547640465,3.5683,0.04000000000000001,675.0000000000002,183
Oxyria digyna,Polygonaceae,8,4,11,Oxyria digyna,NA,43.67757953,non-woody,0.08999999999999998,0.6359,0.10004055100000002,375.00999999999993,184
Paxistima myrsinites,Celastraceae,10,5,16,Paxistima myrsinites,NA,18.431577211531167,woody,160.71455671062736,16.943722195932768,1,102.57999999999997,185
Penstemon fruticosus,Plantaginaceae,11,4,27,Penstemon fruticosus,NA,20.01202927108289,woody,138.1152160534453,0.6571,0.6,1889.5822154173077,186
Perideridia gairdneri,Apiaceae,28,16,39,Perideridia gairdneri,NA,16.19925586429332,non-woody,49.36462834256442,0.8769,1.21,4281.891538055246,187
Petasites frigidus,Compositae,21,14,13,Petasites frigidus,NA,24.4059419,non-woody,58.79994388188433,0.7968,0.12500000000000003,1726.685481817335,188
Phalaris arundinacea,Poaceae,21,15,3,Phalaris arundinacea,NA,22.15447907,non-woody,186.84718044575803,0.669,1.342179414,2344.2799999999993,189
Philadelphus lewisii,Hydrangeaceae,22,15,48,Philadelphus lewisii,NA,20.03774803568876,woody,190.30359471791584,0.09920000000000001,3.65,2466.536621070242,190
Phyllospadix scouleri,Zosteraceae,10,5,4,Phyllospadix scouleri,NA,20.627661807640298,non-woody,38.734511737614305,3.787529201879727,0.6873350887048266,2464.1471096345017,191
Physocarpus capitatus,Rosaceae,12,11,19,Physocarpus capitatus,NA,20.145004734343996,woody,173.51665478116513,0.7306,2.43,2866.4515055020506,192
Physocarpus malvaceus,Rosaceae,12,11,3,Physocarpus malvaceus,NA,20.170377911425575,woody,174.4685345678743,0.6548,1.792375154,2822.4977688490794,193
Picea engelmannii,Pinaceae,43,26,24,Picea engelmannii,NA,9.981690298,woody,275.81692734205143,3.2352,35.29363732,29.39,194
Picea glauca,Pinaceae,43,26,166,Picea glauca,NA,10.63662706,woody,513.4,2.4515,25.8348762,23.720000000000002,195
Picea mariana,Pinaceae,21,13,81,Picea mariana,NA,8.37922413,woody,282.0493275837806,1.1325,19.760111269999996,30.000000000000004,196
Picea sitchensis,Pinaceae,56,31,136,Picea sitchensis,NA,11.17514256,woody,183.83443251929197,2.3678,55.113262530000014,17.99,197
Pinus albicaulis,Pinaceae,31,14,13,Pinus albicaulis,NA,10.35,woody,187.04804637959984,144.23369999999994,16.698853189999998,1322.577597823245,198
Pinus contorta,Pinaceae,81,42,103,Pinus contorta,NA,11.31399704,woody,216.56536923766774,4.2359,21.372521170000002,49.99999999999999,199
Pinus monticola,Pinaceae,43,26,28,Pinus monticola,NA,14.55555556,woody,165.95709535693032,18.079399999999996,63.19708608999997,755.1732841879762,200
Pinus ponderosa,Pinaceae,24,15,138,Pinus ponderosa,NA,11.1695215,woody,0.24639480933333302,35.70869999999999,38.30074010999999,159.99999999999994,201
Plantago major,Plantaginaceae,37,23,93,Plantago major,NA,18.80325799,non-woody,0.15966630000000004,0.2197,0.16658176399999997,4852.230000000003,202
Plantago maritima,Plantaginaceae,6,4,2,Plantago maritima,NA,15.37,non-woody,42.24766738406675,0.5613,0.192142876,749.4199999999997,203
Platanthera dilatata,Orchidaceae,8,6,2,Platanthera dilatata,NA,20.453709925732724,non-woody,76.88171597730988,0.029999999999999995,0.9545170323389569,3357.7727671032712,204
Platanthera stricta,Orchidaceae,8,6,1,Platanthera stricta,NA,20.79721055542935,non-woody,45.60695034924841,2.3166125156468547,0.7096903695470491,2297.211618000702,205
Polystichum munitum,Dryopteridaceae,71,29,59,Polystichum munitum,NA,20.89644633886092,non-woody,127.13535942747188,1.939999999999999e-5,1.06,19056.430058100075,206
Populus balsamifera subsp. trichocarpa,Salicaceae,94,51,92,Populus balsamifera,subsp. trichocarpa,20.648545232891514,woody,229.32180981682203,8.046471692922333,9.259481897045955,2011.4575643966862,207
Populus tremuloides,Salicaceae,55,32,117,Populus tremuloides,NA,20.80417917,woody,365.3545907043999,0.11699999999999999,16.70656374,2066.58,208
Potamogeton natans,Potamogetonaceae,9,7,2,Potamogeton natans,NA,38.11417833,non-woody,0.20647396099999998,5.7488,0.1334681635,2369.5,209
Prunus emarginata,Rosaceae,80,35,95,Prunus emarginata,NA,20.187637365263,woody,162.2754000830238,43.391200000000005,7.151135165,2467.609999999999,210
Prunus pensylvanica,Rosaceae,80,35,52,Prunus pensylvanica,NA,23.47781293,woody,176.35603603759458,39.01310000000001,11.10910705,2047.6999999999996,211
Prunus virginiana,Rosaceae,46,20,165,Prunus virginiana,NA,18.85670178,woody,160.11443557522753,65.81449999999997,5.995392840000001,975.0800000000004,212
Pseudoroegneria spicata,Poaceae,11,9,2,Pseudoroegneria spicata,NA,21.085198942055147,non-woody,45.15798058734815,3.000134794845907,0.8341170227020821,2088.898964455887,213
Pseudotsuga menziesii,Pinaceae,86,43,87,Pseudotsuga menziesii,NA,11.84097595,woody,227.1177859768497,12.604800000000001,65.27951122999997,31.169999999999995,214
Pteridium aquilinum,Dennstaedtiaceae,90,40,80,Pteridium aquilinum,NA,25.01895541,non-woody,298.00000000000006,2.2000000000000016e-5,1.611970256,139999.9999999999,215
Pterospora andromedea,Ericaceae,5,5,15,Pterospora andromedea,NA,17.924340454816925,non-woody,100.26422445008096,0.0034000000000000007,1.135249420986875,6551.374828357879,216
Purshia tridentata,Rosaceae,7,3,59,Purshia tridentata,NA,22.04273525,woody,201.80108416107797,23.600500000000004,1.82,29.000000000000004,217
Pyrola asarifolia,Ericaceae,7,7,7,Pyrola asarifolia,NA,13,non-woody,140.30922586502797,0.007000000000000003,2.602020204445417,7040.8950605791615,218
Quercus garryana,Fagaceae,17,11,26,Quercus garryana,NA,19.223026918136284,woody,172.76899276821734,4405.279199999998,20.69145058,2965.7907408475903,219
Ranunculus acris,Ranunculaceae,10,4,14,Ranunculus acris,NA,25.73587504,non-woody,186.15057333990507,1.4466,0.351530095,595.1899999999999,220
Ranunculus glaberrimus,Ranunculaceae,20,9,6,Ranunculus glaberrimus,NA,21.597944448767997,non-woody,85.13171031748676,4.7958,0.15,1534.3585859621621,221
Ranunculus occidentalis,Ranunculaceae,10,4,2,Ranunculus occidentalis,NA,21.95412891851652,non-woody,86.68049788678476,2.4886,0.7015453661963679,2216.137813441323,222
Rhodiola rosea,Crassulaceae,10,4,12,Rhodiola rosea,NA,3.121289024,non-woody,104.24999999999999,0.15,0.16666666666666702,167.00000000000006,223
Rhododendron albiflorum,Ericaceae,5,3,12,Rhododendron albiflorum,NA,17.127251162237858,woody,194.09264997189908,0.0812,1.82,2869.1687744867068,224
Rhododendron columbianum,Ericaceae,92,43,2,Rhododendron columbianum,NA,16.82031744200621,woody,187.10805849654616,10.233421086519424,3.118337895263378,1606.801743183001,225
Rhododendron groenlandicum,Ericaceae,92,43,96,Rhododendron groenlandicum,NA,16.82031744200621,woody,187.10805849654616,10.233421086519424,3.118337895263378,1606.801743183001,226
Rhus glabra,Anacardiaceae,7,6,108,Rhus glabra,NA,17.72816213,woody,41.00164505,8.3723,2.847025404,7137.600000000003,227
Ribes aureum,Grossulariaceae,9,6,22,Ribes aureum,NA,22.401370320177175,woody,181.43933726965827,2.3226,1.775443065,2768.8383811048475,228
Ribes bracteosum,Grossulariaceae,52,26,24,Ribes bracteosum,NA,21.778605581509396,woody,139.96291630764546,4.409116930049964,0.8,2282.963816487513,229
Ribes cereum,Grossulariaceae,16,8,21,Ribes cereum,NA,21.77109992847121,woody,147.45320094560665,1.7009,0.91,2337.5382183700826,230
Ribes divaricatum,Grossulariaceae,89,41,40,Ribes divaricatum,NA,22.8,woody,187.55095339173553,2.06,3.2,1198,231
Ribes glandulosum,Grossulariaceae,52,21,6,Ribes glandulosum,NA,21.787602218061394,woody,138.76468304550045,4.590289346676104,0.8,2422.52,232
Ribes hudsonianum,Grossulariaceae,34,19,24,Ribes hudsonianum,NA,21.819973908488503,woody,177.9735122154676,0.5273,1.52,2542.45450172894,233
Ribes inerme,Grossulariaceae,89,41,7,Ribes inerme,NA,22.176555105330348,woody,180.52885012196256,1.4998,2.43,2862.241919939932,234
Ribes lacustre,Grossulariaceae,75,31,40,Ribes lacustre,NA,21.52650367376979,woody,151.95381195592236,0.8954,0.91,2179.459237130455,235
Ribes laxiflorum,Grossulariaceae,52,21,19,Ribes laxiflorum,NA,21.778605581509396,woody,139.96291630764546,4.409116930049964,0.8,2282.963816487513,236
Ribes lobbii,Grossulariaceae,89,41,16,Ribes lobbii,NA,22.060054787440663,woody,174.64714521560074,6.931295385229615,2.4915107221450774,2543.4560768906417,237
Ribes oxyacanthoides,Grossulariaceae,89,41,13,Ribes oxyacanthoides,NA,21.724212034502187,woody,182.8849252024813,1.22,2.692907193474146,2310.823263193536,238
Ribes sanguineum,Grossulariaceae,26,11,17,Ribes sanguineum,NA,25.4,woody,181.7333810002403,2.4805,1.827626261,3294.9999999999973,239
Ribes triste,Grossulariaceae,19,9,22,Ribes triste,NA,21.899413807645654,woody,142.775195082128,2.1,0.6,2411.24809645681,240
Rosa acicularis,Rosaceae,164,57,67,Rosa acicularis,NA,10.64706532,woody,157.17774891804083,12.436199999999998,1.21,2350.604367042707,241
Rosa gymnocarpa,Rosaceae,28,11,33,Rosa gymnocarpa,NA,17.750194932850643,woody,126.66596050056461,19.8729,0.91,2297.8808641444475,242
Rosa nutkana,Rosaceae,164,57,71,Rosa nutkana,NA,17.696999878093997,woody,163.64184433265606,11.837900000000001,3.04,2519.622953973096,243
Rosa pisocarpa,Rosaceae,164,57,25,Rosa pisocarpa,NA,18.035421822972044,woody,128.98844929642576,4.6664,0.91,2295.9540617693497,244
Rosa woodsii,Rosaceae,164,57,60,Rosa woodsii,NA,14.91,woody,130.3560129890446,7.923499999999999,0.995671983,714.8999999999997,245
Rubus arcticus,Rosaceae,17,7,14,Rubus arcticus,NA,20.3718194402353,non-woody,55.38536044161427,1.67,0.3,2945.6372837578688,246
Rubus chamaemorus,Rosaceae,27,14,33,Rubus chamaemorus,NA,21.87553983,non-woody,0.259069653,8.0548,0.10348729799999999,1923.7900000000004,247
Rubus idaeus,Rosaceae,77,42,72,Rubus idaeus,NA,23.31509906,woody,192.62560143365602,1.7657,0.939938363,2198.0899999999997,248
Rubus leucodermis,Rosaceae,66,30,68,Rubus leucodermis,NA,19.97292469623014,woody,142.78966592664162,0.9941,0.3,3042.4301665922076,249
Rubus parviflorus,Rosaceae,152,49,103,Rubus parviflorus,NA,21.9,woody,164.9904772298003,1.1531,1.475804865,15256.999999999996,250
Rubus pedatus,Rosaceae,21,12,5,Rubus pedatus,NA,20.09899336428186,woody,165.53421660081526,18.072081305183154,4.376869223992542,4016.660513690521,251
Rubus pubescens,Rosaceae,12,7,13,Rubus pubescens,NA,19.32149063,woody,158.5928112586337,39.31883190899499,4.024220884081077,4175.160000000003,252
Rubus spectabilis,Rosaceae,170,41,99,Rubus spectabilis,NA,20.511643352516337,woody,171.75297815361427,3.158,3.079363449,4118.893878141795,253
Rubus ursinus,Rosaceae,65,27,24,Rubus ursinus,NA,20.1,woody,146.77953150226443,1.9077,1.2,1793.0000000000002,254
Rumex aquaticus,Polygonaceae,35,24,25,Rumex aquaticus,NA,35.52,non-woody,0.14,2.1067,1.074755854,21992.289999999997,255
Sagittaria cuneata,Alismataceae,34,17,13,Sagittaria cuneata,NA,20.31282655985297,non-woody,45.804603229005,1.1629,0.79,1977.477777738952,256
Sagittaria latifolia,Alismataceae,34,17,34,Sagittaria latifolia,NA,19.64430094083412,non-woody,81.4427773900872,6.750000000000001,1.49,1321.5699999999997,257
Salix bebbiana,Salicaceae,118,49,22,Salix bebbiana,NA,21.1,woody,224.36687082816766,0.18000000000000002,4.36592131,1865.6726091437458,258
Salix discolor,Salicaceae,118,49,27,Salix discolor,NA,21.31670963559595,woody,225.54314190098262,0.32,6.9828361,1484.5299999999993,259
Salix exigua,Salicaceae,17,7,57,Salix exigua,NA,22.33188474181873,woody,222.72227999777002,0.0621,5.513619501,3626.7483333903306,260
Salix hookeriana,Salicaceae,118,49,10,Salix hookeriana,NA,21.714975270373653,woody,206.12134265592118,7.316015946239928,7.920000000000001,2108.500119258557,261
Salix lucida,Salicaceae,39,25,8,Salix lucida,NA,29.6,woody,231.20547168645956,0.08249999999999999,10.81287166,1974.0000000000007,262
Salix scouleriana,Salicaceae,118,49,33,Salix scouleriana,NA,22.590245166258562,woody,223.0342640765697,0.06239999999999999,8.479071928999998,3564.5674412585713,263
Salix sitchensis,Salicaceae,118,49,28,Salix sitchensis,NA,22.340215330520294,woody,222.7140853601215,0.0621,7.01,3620.8727233454897,264
Sambucus nigra,Adoxaceae,38,23,13,Sambucus nigra,NA,35.90688506,woody,161.55174082934096,3.1067000000000005,4.513290405,1060.6000000000001,265
Sambucus racemosa,Adoxaceae,97,43,72,Sambucus racemosa,NA,52.356573,woody,176.7616666666669,1.8391,2.439435479,1868.0200000000002,266
Schoenoplectus acutus,Cyperaceae,59,31,70,Schoenoplectus acutus,NA,18.001344345062986,non-woody,91.62312862185253,2.19,2.98,4439.370877268434,267
Schoenoplectus americanus,Cyperaceae,8,6,15,Schoenoplectus americanus,NA,13.27906556,non-woody,100.84711830249692,1.6931,3.421534748603006,4290.15343969906,268
Scirpus microcarpus,Cyperaceae,22,16,9,Scirpus microcarpus,NA,15.01430186,non-woody,0.360957598,0.10820000000000002,1.246682581,5839.170000000002,269
Sedum divergens,Crassulaceae,16,11,11,Sedum divergens,NA,17.832057795035823,woody,167.28473117208023,21.487395385789718,4.651179516655712,2097.979373921997,270
Shepherdia canadensis,Elaeagnaceae,94,46,127,Shepherdia canadensis,NA,33,woody,166.90426110752387,8.135200000000001,1.82,3929.667552677632,271
Sium suave,Apiaceae,12,10,21,Sium suave,NA,1.7,non-woody,131.95748699251973,0.8,3.7573277899335538,5509.004110945468,272
Solidago canadensis,Compositae,13,5,29,Solidago canadensis,NA,16.25032178,non-woody,0.284464623,0.07520000000000002,0.816947234,894.72,273
Sorbus scopulina,Rosaceae,50,27,5,Sorbus scopulina,NA,20.130360808766472,woody,169.69568831517174,3.0405999999999995,4.052776826,4811.999999999999,274
Sorbus sitchensis,Rosaceae,50,27,13,Sorbus sitchensis,NA,20.45865472,woody,171.3505130872732,3.222,4.713407504000001,3352.156482210517,275
Spiraea betulifolia,Rosaceae,17,10,13,Spiraea betulifolia,NA,19.791718166187103,woody,153.28181817160043,0.2917,0.91,2540.5609794562033,276
Spiraea douglasii,Rosaceae,14,13,5,Spiraea douglasii,NA,20.1603185111095,woody,180.95735008648535,0.1532,1.787456293,2895.3292379410273,277
Streptopus amplexifolius,Liliaceae,42,19,24,Streptopus amplexifolius,NA,20.839544962510672,non-woody,46.0343791208059,2.0416,0.579889,2957.039999999999,278
Symphoricarpos albus,Caprifoliaceae,84,34,79,Symphoricarpos albus,NA,14.50379607,woody,358.88500000000005,6.742000000000001,1.560812225,1318.8700000000003,279
Taxus brevifolia,Taxaceae,65,39,127,Taxus brevifolia,NA,17.077460388833714,woody,205.02974974489968,29.928899999999995,12.734896270000002,40,280
Thalictrum occidentale,Ranunculaceae,3,3,14,Thalictrum occidentale,NA,21.1860095939348,non-woody,64.4407706475272,3.7000000000000006,0.7560150957949455,2040.1596932945536,281
Thuja plicata,Cupressaceae,154,55,368,Thuja plicata,NA,11.83504708,woody,218.62754648779975,1.2858,48.291830559999994,1287.0960078821324,282
Toxicodendron rydbergii,Anacardiaceae,21,9,3,Toxicodendron rydbergii,NA,19.616453021344398,woody,157.82255623196616,28.031562082547886,3.672992853598613,3281.4881656660395,283
Trifolium wormskioldii,Leguminosae,16,12,21,Trifolium wormskioldii,NA,26.10965431983912,non-woody,54.71465959427707,0.6956,1.06,4364.255748581356,284
Triglochin maritima,Juncaginaceae,8,7,6,Triglochin maritima,NA,20.79616485633547,non-woody,0.125570724,0.5842,0.40165977,394.6399999999998,285
Trillium ovatum,Melanthiaceae,16,11,10,Trillium ovatum,NA,20.617354653298047,non-woody,47.072008155190034,11.42,0.9510178478246506,2603.2883415271053,286
Trillium petiolatum,Liliaceae,16,11,1,Trillium petiolatum,NA,20.800013657591997,non-woody,42.330021260356865,5.405357095695294,0.702483930241239,2510.014891271858,287
Triteleia grandiflora,Asparagaceae,9,6,11,Triteleia grandiflora,NA,20.202444682453848,non-woody,42.68015223376284,1.2,0.6,3207.376064313995,288
Tsuga heterophylla,Pinaceae,86,41,160,Tsuga heterophylla,NA,11.9005052,woody,222.73923643435583,1.7356,45.14083248000001,74.99999999999997,289
Tsuga mertensiana,Pinaceae,86,41,19,Tsuga mertensiana,NA,11.97012949,woody,192.3155662950625,3.9082999999999997,38.1,607.1474314180496,290
Typha latifolia,Typhaceae,107,43,254,Typha latifolia,NA,14.43017547,non-woody,0.191656794,0.05759999999999999,1.525828105,17369.98999999999,291
Urtica dioica,Urticaceae,84,53,63,Urtica dioica,NA,42.91725378,non-woody,186.13777455562501,0.1399,0.88302413,1552.7399999999998,292
Vaccinium caespitosum,Ericaceae,59,29,25,Vaccinium caespitosum,NA,15.479486688299131,woody,215.3154789438,0.10159999999999998,0.20215,176.32000000000008,293
Vaccinium membranaceum,Ericaceae,85,41,43,Vaccinium membranaceum,NA,15.351432820212645,woody,219.70600757744685,0.1604,1.37,1002.647673559341,294
Vaccinium myrtilloides,Ericaceae,37,18,40,Vaccinium myrtilloides,NA,15.78529749,woody,228.9994730914751,0.2,4.389760814,293.99000000000007,295
Vaccinium myrtillus,Ericaceae,11,7,1,Vaccinium myrtillus,NA,16.39812025,woody,246.71350417525997,0.2917,0.223988528,145.27,296
Vaccinium ovalifolium,Ericaceae,97,46,75,Vaccinium ovalifolium,NA,15.099642838124096,woody,225.0199198775594,0.2734,2.43,971.9729616550559,297
Vaccinium ovatum,Ericaceae,21,10,32,Vaccinium ovatum,NA,6.841052551,woody,222.7146134056669,9.606686857065801,2.43,1072.542411566006,298
Vaccinium oxycoccos,Ericaceae,75,37,59,Vaccinium oxycoccos,NA,15.33,woody,279.4568001069671,0.717,0.444145533,16.199999999999996,299
Vaccinium parvifolium,Ericaceae,82,37,58,Vaccinium parvifolium,NA,15.29661157869545,woody,229.33628013450002,0.18950000000000003,3.65,939.1492384373371,300
Vaccinium scoparium,Ericaceae,11,7,13,Vaccinium scoparium,NA,15.351522992125394,woody,201.09847850215087,1.6176,0.6,844.1677843481784,301
Vaccinium uliginosum,Ericaceae,58,26,36,Vaccinium uliginosum,NA,21.85698336,woody,390.76467509333315,0.2143,0.172680858,81.45999999999997,302
Vaccinium vitis-idaea,Ericaceae,36,18,30,Vaccinium vitis-idaea,NA,10.57435117,woody,256.31314261989144,0.3088,0.139586675,75.29999999999998,303
Valeriana edulis,Caprifoliaceae,14,8,18,Valeriana edulis,NA,19.393701777672455,non-woody,58.670372199254,2.6536905098222765,0.8188859798087034,2349.5299999999993,304
Valeriana sitchensis,Caprifoliaceae,14,7,25,Valeriana sitchensis,NA,19.213463758533287,non-woody,58.75467138911341,1.7373,0.7482683165242144,1938.8106278173757,305
Veratrum viride,Melanthiaceae,59,38,121,Veratrum viride,NA,20.385466260098802,non-woody,46.04731350944115,1.33,0.7578129624103492,2008.5654649116234,306
Viburnum edule,Adoxaceae,96,41,63,Viburnum edule,NA,25.258198349278214,woody,143.1368106848687,34.69169999999999,0.6,2408.66,307
Viburnum opulus,Adoxaceae,96,41,15,Viburnum opulus,NA,21.57677792,woody,167.87243705303806,27.4292,2.8083834020000005,3016.080000000002,308
Vicia nigricans subsp. gigantea,Fabaceae,23,13,8,Vicia nigricans,subsp. gigantea,19.927962701663024,woody,172.5952572029817,15.940579241418378,4.476998246691822,2336.964611258296,309
Viola adunca,Violaceae,8,7,9,Viola adunca,NA,15.87450787,non-woody,53.467557804561665,0.79,0.029800000000000004,157.62999999999997,310
Xerophyllum tenax,Melanthiaceae,27,20,26,Xerophyllum tenax,NA,20.708717720340204,non-woody,86.02238703589074,2.0447,1.52,3945.0410975511445,311
Zigadenus elegans,Liliaceae,17,13,12,Zigadenus elegans,NA,20.790824317066544,non-woody,43.27292536308576,3.4388296540711503,0.7098321955940878,2443.627963183856,312
Zigadenus venenosus,Liliaceae,17,13,30,Zigadenus venenosus,NA,20.790824317066544,non-woody,43.27292536308576,3.4388296540711503,0.7098321955940878,2443.627963183856,313
Zostera marina,Zosteraceae,26,16,12,Zostera marina,NA,23.58303344332216,non-woody,0.11000000000000001,6.568326026170674,0.547722558,3161.9999999999986,314
