"","LastName","FirstName","DatasetID","Dataset","species","AccSpeciesID","AccSpeciesName","ObservationID","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr"
"11","Díaz","Sandra",86,"Sheffield-Iran-Spain Database","Achillea millefolium",909,"Achillea millefolium",158098,1661078,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","Specific leaf area (mm2 mg-1) measured without petiole, but compound leaves measured with rachis","14.31123462","mm2/mg","Mean",NA,NA,NA,14.31123462,"mm2 mg-1",NA,NA,0.858354,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.","Continuous (mm2 leaf area / mg leaf mass)",NA
"12","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",169987,1738940,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA (cm2/g)","248.21","cm2/g","Single",NA,NA,NA,24.821,"mm2 mg-1",NA,NA,2.67262,"unpub.","SLA (cm2(leaf area)/g(leaf dry mass)): specific leaf area, average per species",NA
"13","Bunker","Daniel",7,"Cedar Creek Plant Physiology Database","Achillea millefolium",909,"Achillea millefolium",170142,1742390,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",6575,"Leaf area: in case of compound leaves leaf; petiole excluded","Leaf size","14.18695203","cm2","Mean",NA,NA,NA,1418.695203,"mm2",NA,NA,3.54671,"unpub.",NA,NA
"14","Bunker","Daniel",7,"Cedar Creek Plant Physiology Database","Achillea millefolium",909,"Achillea millefolium",170142,1742402,3116,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",6583,"SLA: petiole  included","SLA","136.2474033","cm2/g","Single",NA,NA,NA,13.62474033,"mm2 mg-1",NA,NA,0.853885,"unpub.",NA,NA
"15","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172076,1798859,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",6575,"Leaf area: in case of compound leaves leaf; petiole excluded","area(cm²)","15.28","cm2","Single",NA,NA,NA,1528,"mm2",NA,NA,3.65716,"unpub.","area (cm2): leaf surface",NA
"16","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172076,1798862,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA(cm2/g)","101.8666667","cm2/g","Single",NA,NA,NA,10.18666667,"mm2 mg-1",NA,NA,1.45266,"unpub.","SLA (cm2/g): specific leaf area",NA
"17","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172077,1798878,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",6575,"Leaf area: in case of compound leaves leaf; petiole excluded","area(cm²)","9.67","cm2","Single",NA,NA,NA,967,"mm2",NA,NA,2.97633,"unpub.","area (cm2): leaf surface",NA
"18","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172077,1798881,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA(cm2/g)","138.1428571","cm2/g","Single",NA,NA,NA,13.81428571,"mm2 mg-1",NA,NA,0.828722,"unpub.","SLA (cm2/g): specific leaf area",NA
"19","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172078,1798897,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",6575,"Leaf area: in case of compound leaves leaf; petiole excluded","area(cm²)","6.95","cm2","Single",NA,NA,NA,695,"mm2",NA,NA,2.48484,"unpub.","area (cm2): leaf surface",NA
"20","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172078,1798900,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA(cm2/g)","231.6666667","cm2/g","Single",NA,NA,NA,23.16666667,"mm2 mg-1",NA,NA,2.44536,"unpub.","SLA (cm2/g): specific leaf area",NA
"21","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172079,1798916,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",6575,"Leaf area: in case of compound leaves leaf; petiole excluded","area(cm²)","4.74","cm2","Single",NA,NA,NA,474,"mm2",NA,NA,1.91534,"unpub.","area (cm2): leaf surface",NA
"22","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172079,1798919,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA(cm2/g)","67.71428571","cm2/g","Single",NA,NA,NA,6.771428571,"mm2 mg-1",NA,NA,2.72706,"unpub.","SLA (cm2/g): specific leaf area",NA
"23","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172080,1798935,3108,"Leaf area (in case of compound leaves: leaf, petiole excluded)",6575,"Leaf area: in case of compound leaves leaf; petiole excluded","area(cm²)","9.46","cm2","Single",NA,NA,NA,946,"mm2",NA,NA,2.94366,"unpub.","area (cm2): leaf surface",NA
"24","Shipley","Bill",50,"Leaf and Whole Plant Traits Database","Achillea millefolium",909,"Achillea millefolium",172080,1798938,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","SLA(cm2/g)","189.2","cm2/g","Single",NA,NA,NA,18.92,"mm2 mg-1",NA,NA,1.77818,"unpub.","SLA (cm2/g): specific leaf area",NA
"25","Cornelissen","Johannes",1,"Abisko & Sheffield Database","Achillea millefolium",909,"Achillea millefolium",172588,1807903,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","Green SLA","20.2620552","mm2 / mg","Single",NA,NA,NA,20.2620552,"mm2 mg-1",NA,NA,2.00398,"Quested, H. M., J. H. C. Cornelissen, M. C. Press, T. V. Callaghan, R. Aerts, F. Trosien, P. Riemann, D. Gwynn-Jones, A. Kondratchuk, and S. E. Jonasson. 2003. Decomposition of sub-arctic plants with differing nitrogen economies: A functional role for hemiparasites. Ecology 84:3209-3221.","cm^2/g; in the spreadsheet heading itself it's mm2/mg",NA
"26","Cornelissen","Johannes",1,"Abisko & Sheffield Database","Achillea millefolium",909,"Achillea millefolium",172661,1810430,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",6582,"SLA: petiole  excluded","Green SLA","20.2620552","mm2 / mg","Single",NA,NA,NA,20.2620552,"mm2 mg-1",NA,1807903,2.00398,"Quested, H. M., J. H. C. Cornelissen, M. C. Press, T. V. Callaghan, R. Aerts, F. Trosien, P. Riemann, D. Gwynn-Jones, A. Kondratchuk, and S. E. Jonasson. 2003. Decomposition of sub-arctic plants with differing nitrogen economies: A functional role for hemiparasites. Ecology 84:3209-3221.","cm^2/g; in the spreadsheet heading itself it's mm2/mg",NA
"27","Kleyer","Michael",25,"The LEDA Traitbase","Achillea millefolium",909,"Achillea millefolium",186219,1974676,3109,"Leaf area (in case of compound leaves: leaflet, petiole excluded)",6576,"Leaf area: in case of compound leaves leaflet; petiole excluded","Leaf area: in case of compond leaves leaflet; petiole (rachis) excluded","411","mm2","Best estimate",NA,NA,NA,411,"mm2",NA,NA,1.4337,"Kleyer, M., R. M. Bekker, I. C. Knevel, J. P. Bakker, K. Thompson, M. Sonnenschein, P. Poschlod, J. M. van Groenendael, L. Klimes, J. Klimesova, S. Klotz, G. M. Rusch, Hermy, M. , D. Adriaens, G. Boedeltje, B. Bossuyt, A. Dannemann, P. Endels, L. Götzenberger, J. G. Hodgson, A.-K. Jackel, I. Kühn, D. Kunzmann, W. A. Ozinga, C. Römermann, M. Stadler, J. Schlegelmilch, H. J. Steendam, O. Tackenberg, B. Wilmann, J. H. C. Cornelissen, O. Eriksson, E. Garnier, and B. Peco. 2008. The LEDA Traitbase: a database of life-history traits of the Northwest European flora. Journal of Ecology 96:1266-1274.",NA,NA
